xi_center,z_center_m,r_center_m,temperature_K,moisture_kg_kg
0.3773193359,0.0921484375,0.0045278320,323.14591667,0.1422601547
0.4017333984,0.0921484375,0.0048208008,323.14591667,0.1412834759
0.4256591797,0.0921484375,0.0051079102,323.14591667,0.1402573057
0.4490966797,0.0921484375,0.0053891602,323.14591667,0.1391837141
0.4720458984,0.0921484375,0.0056645508,323.14591667,0.1380646730
0.4945068359,0.0921484375,0.0059340820,323.14591667,0.1369020585
0.5164794922,0.0921484375,0.0061977539,323.14591667,0.1356976534
0.5379638672,0.0921484375,0.0064555664,323.14591667,0.1344531488
0.5589599609,0.0921484375,0.0067075195,323.14591667,0.1331701453
0.5794677734,0.0921484375,0.0069536133,323.14591667,0.1318501544
0.5994873047,0.0921484375,0.0071938477,323.14591667,0.1304945988
0.6190185547,0.0921484375,0.0074282227,323.14591667,0.1291048133
0.6380615234,0.0921484375,0.0076567383,323.14591667,0.1276820443
0.6566162109,0.0921484375,0.0078793945,323.14591667,0.1262274499
0.6746826172,0.0921484375,0.0080961914,323.14591667,0.1247420992
0.6922607422,0.0921484375,0.0083071289,323.14591667,0.1232269710
0.7093505859,0.0921484375,0.0085122070,323.14591667,0.1216829529
0.7259521484,0.0921484375,0.0087114258,323.14591667,0.1201108387
0.7420654297,0.0921484375,0.0089047852,323.14591667,0.1185113267
0.7576904297,0.0921484375,0.0090922852,323.14591667,0.1168850163
0.7728271484,0.0921484375,0.0092739258,323.14591667,0.1152324047
0.7874755859,0.0921484375,0.0094497070,323.14591667,0.1135538824
0.8016357422,0.0921484375,0.0096196289,323.14591667,0.1118497282
0.8153076172,0.0921484375,0.0097836914,323.14591667,0.1101201034
0.8284912109,0.0921484375,0.0099418945,323.14591667,0.1083650443
0.8411865234,0.0921484375,0.0100942383,323.14591667,0.1065844539
0.8533935547,0.0921484375,0.0102407227,323.14591667,0.1047780926
0.8651123047,0.0921484375,0.0103813477,323.14591667,0.1029455663
0.8763427734,0.0921484375,0.0105161133,323.14591667,0.1010863132
0.8870849609,0.0921484375,0.0106450195,323.14591667,0.0991995885
0.8973388672,0.0921484375,0.0107680664,323.14591667,0.0972844460
0.9071044922,0.0921484375,0.0108852539,323.14591667,0.0953397176
0.9163818359,0.0921484375,0.0109965820,323.14591667,0.0933639889
0.9251708984,0.0921484375,0.0111020508,323.14591667,0.0913555727
0.9334716797,0.0921484375,0.0112016602,323.14591667,0.0893124783
0.9412841797,0.0921484375,0.0112954102,323.14591667,0.0872323787
0.9486083984,0.0921484375,0.0113833008,323.14591667,0.0851125781
0.9554443359,0.0921484375,0.0114653320,323.14591667,0.0829499824
0.9617919922,0.0921484375,0.0115415039,323.14591667,0.0807410825
0.9676513672,0.0921484375,0.0116118164,323.14591667,0.0784819683
0.9730224609,0.0921484375,0.0116762695,323.14591667,0.0761684071
0.9779052734,0.0921484375,0.0117348633,323.14591667,0.0737960575
0.9822998047,0.0921484375,0.0117875977,323.14591667,0.0713609597
0.9862060547,0.0921484375,0.0118344727,323.14591667,0.0688605948
0.9896240234,0.0921484375,0.0118754883,323.14591667,0.0662961279
0.9925537109,0.0921484375,0.0119106445,323.14591667,0.0636771404
0.9949951172,0.0921484375,0.0119399414,323.14591667,0.0610315799
0.9969482422,0.0921484375,0.0119633789,323.14591667,0.0584261035
0.9984130859,0.0921484375,0.0119809570,323.14591667,0.0560033878
0.9993896484,0.0921484375,0.0119926758,323.14591667,0.0540293734
0.9998779297,0.0921484375,0.0119985352,323.14591667,0.0528841722
0.0155029297,0.0952734375,0.0001860352,323.14591667,0.1489737816
0.0462646484,0.0952734375,0.0005551758,323.14591667,0.1488823507
0.0765380859,0.0952734375,0.0009184570,323.14591667,0.1487036186
0.1063232422,0.0952734375,0.0012758789,323.14591667,0.1484414797
0.1356201172,0.0952734375,0.0016274414,323.14591667,0.1480996159
0.1644287109,0.0952734375,0.0019731445,323.14591667,0.1476815163
0.1927490234,0.0952734375,0.0023129883,323.14591667,0.1471904934
0.2205810547,0.0952734375,0.0026469727,323.14591667,0.1466296965
0.2479248047,0.0952734375,0.0029750977,323.14591667,0.1460021243
0.2747802734,0.0952734375,0.0032973633,323.14591667,0.1453106343
0.3011474609,0.0952734375,0.0036137695,323.14591667,0.1445579516
0.3270263672,0.0952734375,0.0039243164,323.14591667,0.1437466768
0.3524169922,0.0952734375,0.0042290039,323.14591667,0.1428792917
0.3773193359,0.0952734375,0.0045278320,323.14591667,0.1419581652
0.4017333984,0.0952734375,0.0048208008,323.14591667,0.1409855582
0.4256591797,0.0952734375,0.0051079102,323.14591667,0.1399636272
0.4490966797,0.0952734375,0.0053891602,323.14591667,0.1388944283
0.4720458984,0.0952734375,0.0056645508,323.14591667,0.1377799201
0.4945068359,0.0952734375,0.0059340820,323.14591667,0.1366219662
0.5164794922,0.0952734375,0.0061977539,323.14591667,0.1354223370
0.5379638672,0.0952734375,0.0064555664,323.14591667,0.1341827121
0.5589599609,0.0952734375,0.0067075195,323.14591667,0.1329046812
0.5794677734,0.0952734375,0.0069536133,323.14591667,0.1315897453
0.5994873047,0.0952734375,0.0071938477,323.14591667,0.1302393176
0.6190185547,0.0952734375,0.0074282227,323.14591667,0.1288547233
0.6380615234,0.0952734375,0.0076567383,323.14591667,0.1274372005
0.6566162109,0.0952734375,0.0078793945,323.14591667,0.1259878991
0.6746826172,0.0952734375,0.0080961914,323.14591667,0.1245078808
0.6922607422,0.0952734375,0.0083071289,323.14591667,0.1229981176
0.7093505859,0.0952734375,0.0085122070,323.14591667,0.1214594905
0.7259521484,0.0952734375,0.0087114258,323.14591667,0.1198927878
0.7420654297,0.0952734375,0.0089047852,323.14591667,0.1182987026
0.7576904297,0.0952734375,0.0090922852,323.14591667,0.1166778296
0.7728271484,0.0952734375,0.0092739258,323.14591667,0.1150306619
0.7874755859,0.0952734375,0.0094497070,323.14591667,0.1133575865
0.8016357422,0.0952734375,0.0096196289,323.14591667,0.1116588794
0.8153076172,0.0952734375,0.0097836914,323.14591667,0.1099346992
0.8284912109,0.0952734375,0.0099418945,323.14591667,0.1081850805
0.8411865234,0.0952734375,0.0100942383,323.14591667,0.1064099252
0.8533935547,0.0952734375,0.0102407227,323.14591667,0.1046089929
0.8651123047,0.0952734375,0.0103813477,323.14591667,0.1027818896
0.8763427734,0.0952734375,0.0105161133,323.14591667,0.1009280542
0.8870849609,0.0952734375,0.0106450195,323.14591667,0.0990467432
0.8973388672,0.0952734375,0.0107680664,323.14591667,0.0971370128
0.9071044922,0.0952734375,0.0108852539,323.14591667,0.0951976978
0.9163818359,0.0952734375,0.0109965820,323.14591667,0.0932273882
0.9251708984,0.0952734375,0.0111020508,323.14591667,0.0912244020
0.9334716797,0.0952734375,0.0112016602,323.14591667,0.0891867550
0.9412841797,0.0952734375,0.0112954102,323.14591667,0.0871121291
0.9486083984,0.0952734375,0.0113833008,323.14591667,0.0849978387
0.9554443359,0.0952734375,0.0114653320,323.14591667,0.0828408030
0.9617919922,0.0952734375,0.0115415039,323.14591667,0.0806375298
0.9676513672,0.0952734375,0.0116118164,323.14591667,0.0783841303
0.9730224609,0.0952734375,0.0116762695,323.14591667,0.0760763995
0.9779052734,0.0952734375,0.0117348633,323.14591667,0.0737100322
0.9822998047,0.0952734375,0.0117875977,323.14591667,0.0712811169
0.9862060547,0.0952734375,0.0118344727,323.14591667,0.0687871992
0.9896240234,0.0952734375,0.0118754883,323.14591667,0.0662295312
0.9925537109,0.0952734375,0.0119106445,323.14591667,0.0636178066
0.9949951172,0.0952734375,0.0119399414,323.14591667,0.0609801000
0.9969482422,0.0952734375,0.0119633789,323.14591667,0.0583831442
0.9984130859,0.0952734375,0.0119809570,323.14591667,0.0559694026
0.9993896484,0.0952734375,0.0119926758,323.14591667,0.0540037592
0.9998779297,0.0952734375,0.0119985352,323.14591667,0.0528639674
0.0155029297,0.0982421875,0.0001860352,323.14591667,0.1485155874
0.0462646484,0.0982421875,0.0005551758,323.14591667,0.1484247226
0.0765380859,0.0982421875,0.0009184570,323.14591667,0.1482470957
0.1063232422,0.0982421875,0.0012758789,323.14591667,0.1479865745
0.1356201172,0.0982421875,0.0016274414,323.14591667,0.1476468145
0.1644287109,0.0982421875,0.0019731445,323.14591667,0.1472312790
0.1927490234,0.0982421875,0.0023129883,323.14591667,0.1467432546
0.2205810547,0.0982421875,0.0026469727,323.14591667,0.1461858660
0.2479248047,0.0982421875,0.0029750977,323.14591667,0.1455620870
0.2747802734,0.0982421875,0.0032973633,323.14591667,0.1448747511
0.3011474609,0.0982421875,0.0036137695,323.14591667,0.1441265603
0.3270263672,0.0982421875,0.0039243164,323.14591667,0.1433200921
0.3524169922,0.0982421875,0.0042290039,323.14591667,0.1424578063
0.3773193359,0.0982421875,0.0045278320,323.14591667,0.1415420504
0.4017333984,0.0982421875,0.0048208008,323.14591667,0.1405750645
0.4256591797,0.0982421875,0.0051079102,323.14591667,0.1395589854
0.4490966797,0.0982421875,0.0053891602,323.14591667,0.1384958499
0.4720458984,0.0982421875,0.0056645508,323.14591667,0.1373875981
0.4945068359,0.0982421875,0.0059340820,323.14591667,0.1362360760
0.5164794922,0.0982421875,0.0061977539,323.14591667,0.1350430373
0.5379638672,0.0982421875,0.0064555664,323.14591667,0.1338101457
0.5589599609,0.0982421875,0.0067075195,323.14591667,0.1325389756
0.5794677734,0.0982421875,0.0069536133,323.14591667,0.1312310137
0.5994873047,0.0982421875,0.0071938477,323.14591667,0.1298876595
0.6190185547,0.0982421875,0.0074282227,323.14591667,0.1285102258
0.6380615234,0.0982421875,0.0076567383,323.14591667,0.1270999386
0.6566162109,0.0982421875,0.0078793945,323.14591667,0.1256579367
0.6746826172,0.0982421875,0.0080961914,323.14591667,0.1241852715
0.6922607422,0.0982421875,0.0083071289,323.14591667,0.1226829054
0.7093505859,0.0982421875,0.0085122070,323.14591667,0.1211517110
0.7259521484,0.0982421875,0.0087114258,323.14591667,0.1195924684
0.7420654297,0.0982421875,0.0089047852,323.14591667,0.1180058636
0.7576904297,0.0982421875,0.0090922852,323.14591667,0.1163924850
0.7728271484,0.0982421875,0.0092739258,323.14591667,0.1147528200
0.7874755859,0.0982421875,0.0094497070,323.14591667,0.1130872508
0.8016357422,0.0982421875,0.0096196289,323.14591667,0.1113960493
0.8153076172,0.0982421875,0.0097836914,323.14591667,0.1096793709
0.8284912109,0.0982421875,0.0099418945,323.14591667,0.1079372477
0.8411865234,0.0982421875,0.0100942383,323.14591667,0.1061695798
0.8533935547,0.0982421875,0.0102407227,323.14591667,0.1043761262
0.8651123047,0.0982421875,0.0103813477,323.14591667,0.1025564927
0.8763427734,0.0982421875,0.0105161133,323.14591667,0.1007101194
0.8870849609,0.0982421875,0.0106450195,323.14591667,0.0988362648
0.8973388672,0.0982421875,0.0107680664,323.14591667,0.0969339880
0.9071044922,0.0982421875,0.0108852539,323.14591667,0.0950021284
0.9163818359,0.0982421875,0.0109965820,323.14591667,0.0930392816
0.9251708984,0.0982421875,0.0111020508,323.14591667,0.0910437731
0.9334716797,0.0982421875,0.0112016602,323.14591667,0.0890136281
0.9412841797,0.0982421875,0.0112954102,323.14591667,0.0869465400
0.9486083984,0.0982421875,0.0113833008,323.14591667,0.0848398382
0.9554443359,0.0982421875,0.0114653320,323.14591667,0.0826904601
0.9617919922,0.0982421875,0.0115415039,323.14591667,0.0804949367
0.9676513672,0.0982421875,0.0116118164,323.14591667,0.0782494091
0.9730224609,0.0982421875,0.0116762695,323.14591667,0.0759497105
0.9779052734,0.0982421875,0.0117348633,323.14591667,0.0735915861
0.9822998047,0.0982421875,0.0117875977,323.14591667,0.0711711911
0.9862060547,0.0982421875,0.0118344727,323.14591667,0.0686861612
0.9896240234,0.0982421875,0.0118754883,323.14591667,0.0661378683
0.9925537109,0.0982421875,0.0119106445,323.14591667,0.0635361615
0.9949951172,0.0982421875,0.0119399414,323.14591667,0.0609092911
0.9969482422,0.0982421875,0.0119633789,323.14591667,0.0583240925
0.9984130859,0.0982421875,0.0119809570,323.14591667,0.0559227309
0.9993896484,0.0982421875,0.0119926758,323.14591667,0.0539686288
0.9998779297,0.0982421875,0.0119985352,323.14591667,0.0528362900
0.0155029297,0.1010546875,0.0001860352,323.14591667,0.1478956495
0.0462646484,0.1010546875,0.0005551758,323.14591667,0.1478055536
0.0765380859,0.1010546875,0.0009184570,323.14591667,0.1476294280
0.1063232422,0.1010546875,0.0012758789,323.14591667,0.1473711040
0.1356201172,0.1010546875,0.0016274414,323.14591667,0.1470342014
0.1644287109,0.1010546875,0.0019731445,323.14591667,0.1466221482
0.1927490234,0.1010546875,0.0023129883,323.14591667,0.1461381962
0.2205810547,0.1010546875,0.0026469727,323.14591667,0.1455854359
0.2479248047,0.1010546875,0.0029750977,323.14591667,0.1449668077
0.2747802734,0.1010546875,0.0032973633,323.14591667,0.1442851125
0.3011474609,0.1010546875,0.0036137695,323.14591667,0.1435430202
0.3270263672,0.1010546875,0.0039243164,323.14591667,0.1427430773
0.3524169922,0.1010546875,0.0042290039,323.14591667,0.1418877136
0.3773193359,0.1010546875,0.0045278320,323.14591667,0.1409792473
0.4017333984,0.1010546875,0.0048208008,323.14591667,0.1400198903
0.4256591797,0.1010546875,0.0051079102,323.14591667,0.1390117522
0.4490966797,0.1010546875,0.0053891602,323.14591667,0.1379568437
0.4720458984,0.1010546875,0.0056645508,323.14591667,0.1368570799
0.4945068359,0.1010546875,0.0059340820,323.14591667,0.1357142827
0.5164794922,0.1010546875,0.0061977539,323.14591667,0.1345301831
0.5379638672,0.1010546875,0.0064555664,323.14591667,0.1333064227
0.5589599609,0.1010546875,0.0067075195,323.14591667,0.1320445554
0.5794677734,0.1010546875,0.0069536133,323.14591667,0.1307460485
0.5994873047,0.1010546875,0.0071938477,323.14591667,0.1294122829
0.6190185547,0.1010546875,0.0074282227,323.14591667,0.1280445542
0.6380615234,0.1010546875,0.0076567383,323.14591667,0.1266440720
0.6566162109,0.1010546875,0.0078793945,323.14591667,0.1252119603
0.6746826172,0.1010546875,0.0080961914,323.14591667,0.1237492562
0.6922607422,0.1010546875,0.0083071289,323.14591667,0.1222569096
0.7093505859,0.1010546875,0.0085122070,323.14591667,0.1207357808
0.7259521484,0.1010546875,0.0087114258,323.14591667,0.1191866394
0.7420654297,0.1010546875,0.0089047852,323.14591667,0.1176101617
0.7576904297,0.1010546875,0.0090922852,323.14591667,0.1160069274
0.7728271484,0.1010546875,0.0092739258,323.14591667,0.1143774164
0.7874755859,0.1010546875,0.0094497070,323.14591667,0.1127220043
0.8016357422,0.1010546875,0.0096196289,323.14591667,0.1110409575
0.8153076172,0.1010546875,0.0097836914,323.14591667,0.1093344270
0.8284912109,0.1010546875,0.0099418945,323.14591667,0.1076024416
0.8411865234,0.1010546875,0.0100942383,323.14591667,0.1058448993
0.8533935547,0.1010546875,0.0102407227,323.14591667,0.1040615579
0.8651123047,0.1010546875,0.0103813477,323.14591667,0.1022520234
0.8763427734,0.1010546875,0.0105161133,323.14591667,0.1004157373
0.8870849609,0.1010546875,0.0106450195,323.14591667,0.0985519610
0.8973388672,0.1010546875,0.0107680664,323.14591667,0.0966597578
0.9071044922,0.1010546875,0.0108852539,323.14591667,0.0947379731
0.9163818359,0.1010546875,0.0109965820,323.14591667,0.0927852106
0.9251708984,0.1010546875,0.0111020508,323.14591667,0.0907998057
0.9334716797,0.1010546875,0.0112016602,323.14591667,0.0887797967
0.9412841797,0.1010546875,0.0112954102,323.14591667,0.0867228929
0.9486083984,0.1010546875,0.0113833008,323.14591667,0.0846264437
0.9554443359,0.1010546875,0.0114653320,323.14591667,0.0824874118
0.9617919922,0.1010546875,0.0115415039,323.14591667,0.0803023601
0.9676513672,0.1010546875,0.0116118164,323.14591667,0.0780674699
0.9730224609,0.1010546875,0.0116762695,323.14591667,0.0757786270
0.9779052734,0.1010546875,0.0117348633,323.14591667,0.0734316453
0.9822998047,0.1010546875,0.0117875977,323.14591667,0.0710227713
0.9862060547,0.1010546875,0.0118344727,323.14591667,0.0685497627
0.9896240234,0.1010546875,0.0118754883,323.14591667,0.0660141553
0.9925537109,0.1010546875,0.0119106445,323.14591667,0.0634260091
0.9949951172,0.1010546875,0.0119399414,323.14591667,0.0608138120
0.9969482422,0.1010546875,0.0119633789,323.14591667,0.0582445358
0.9984130859,0.1010546875,0.0119809570,323.14591667,0.0558599349
0.9993896484,0.1010546875,0.0119926758,323.14591667,0.0539214446
0.9998779297,0.1010546875,0.0119985352,323.14591667,0.0527991778
0.0155029297,0.1037109375,0.0001860352,323.14591667,0.1470702819
0.0462646484,0.1037109375,0.0005551758,323.14591667,0.1469812144
0.0765380859,0.1037109375,0.0009184570,323.14591667,0.1468070965
0.1063232422,0.1037109375,0.0012758789,323.14591667,0.1465517110
0.1356201172,0.1037109375,0.0016274414,323.14591667,0.1462186298
0.1644287109,0.1037109375,0.0019731445,323.14591667,0.1458112332
0.1927490234,0.1037109375,0.0023129883,323.14591667,0.1453327269
0.2205810547,0.1037109375,0.0026469727,323.14591667,0.1447861553
0.2479248047,0.1037109375,0.0029750977,323.14591667,0.1441744139
0.2747802734,0.1037109375,0.0032973633,323.14591667,0.1435002599
0.3011474609,0.1037109375,0.0036137695,323.14591667,0.1427663203
0.3270263672,0.1037109375,0.0039243164,323.14591667,0.1419750999
0.3524169922,0.1037109375,0.0042290039,323.14591667,0.1411289880
0.3773193359,0.1037109375,0.0045278320,323.14591667,0.1402302638
0.4017333984,0.1037109375,0.0048208008,323.14591667,0.1392811013
0.4256591797,0.1037109375,0.0051079102,323.14591667,0.1382835735
0.4490966797,0.1037109375,0.0053891602,323.14591667,0.1372396560
0.4720458984,0.1037109375,0.0056645508,323.14591667,0.1361512302
0.4945068359,0.1037109375,0.0059340820,323.14591667,0.1350200860
0.5164794922,0.1037109375,0.0061977539,323.14591667,0.1338479234
0.5379638672,0.1037109375,0.0064555664,323.14591667,0.1326363549
0.5589599609,0.1037109375,0.0067075195,323.14591667,0.1313869067
0.5794677734,0.1037109375,0.0069536133,323.14591667,0.1301010198
0.5994873047,0.1037109375,0.0071938477,323.14591667,0.1287800504
0.6190185547,0.1037109375,0.0074282227,323.14591667,0.1274252708
0.6380615234,0.1037109375,0.0076567383,323.14591667,0.1260378690
0.6566162109,0.1037109375,0.0078793945,323.14591667,0.1246189486
0.6746826172,0.1037109375,0.0080961914,323.14591667,0.1231695283
0.6922607422,0.1037109375,0.0083071289,323.14591667,0.1216905402
0.7093505859,0.1037109375,0.0085122070,323.14591667,0.1201828291
0.7259521484,0.1037109375,0.0087114258,323.14591667,0.1186471502
0.7420654297,0.1037109375,0.0089047852,323.14591667,0.1170841667
0.7576904297,0.1037109375,0.0090922852,323.14591667,0.1154944469
0.7728271484,0.1037109375,0.0092739258,323.14591667,0.1138784605
0.7874755859,0.1037109375,0.0094497070,323.14591667,0.1122365745
0.8016357422,0.1037109375,0.0096196289,323.14591667,0.1105690479
0.8153076172,0.1037109375,0.0097836914,323.14591667,0.1088760261
0.8284912109,0.1037109375,0.0099418945,323.14591667,0.1071575333
0.8411865234,0.1037109375,0.0100942383,323.14591667,0.1054134647
0.8533935547,0.1037109375,0.0102407227,323.14591667,0.1036435768
0.8651123047,0.1037109375,0.0103813477,323.14591667,0.1018474761
0.8763427734,0.1037109375,0.0105161133,323.14591667,0.1000246058
0.8870849609,0.1037109375,0.0106450195,323.14591667,0.0981742314
0.8973388672,0.1037109375,0.0107680664,323.14591667,0.0962954221
0.9071044922,0.1037109375,0.0108852539,323.14591667,0.0943870314
0.9163818359,0.1037109375,0.0109965820,323.14591667,0.0924476739
0.9251708984,0.1037109375,0.0111020508,323.14591667,0.0904756987
0.9334716797,0.1037109375,0.0112016602,323.14591667,0.0884691614
0.9412841797,0.1037109375,0.0112954102,323.14591667,0.0864257932
0.9486083984,0.1037109375,0.0113833008,323.14591667,0.0843429704
0.9554443359,0.1037109375,0.0114653320,323.14591667,0.0822176899
0.9617919922,0.1037109375,0.0115415039,323.14591667,0.0800465572
0.9676513672,0.1037109375,0.0116118164,323.14591667,0.0778258085
0.9730224609,0.1037109375,0.0116762695,323.14591667,0.0755514002
0.9779052734,0.1037109375,0.0117348633,323.14591667,0.0732192386
0.9822998047,0.1037109375,0.0117875977,323.14591667,0.0708256929
0.9862060547,0.1037109375,0.0118344727,323.14591667,0.0683686856
0.9896240234,0.1037109375,0.0118754883,323.14591667,0.0658499718
0.9925537109,0.1037109375,0.0119106445,323.14591667,0.0632798942
0.9949951172,0.1037109375,0.0119399414,323.14591667,0.0606872570
0.9969482422,0.1037109375,0.0119633789,323.14591667,0.0581392087
0.9984130859,0.1037109375,0.0119809570,323.14591667,0.0557769427
0.9993896484,0.1037109375,0.0119926758,323.14591667,0.0538592322
0.9998779297,0.1037109375,0.0119985352,323.14591667,0.0527503541
0.0155029297,0.1062109375,0.0001860352,323.14591667,0.1459874732
0.0462646484,0.1062109375,0.0005551758,323.14591667,0.1458997603
0.0765380859,0.1062109375,0.0009184570,323.14591667,0.1457282868
0.1063232422,0.1062109375,0.0012758789,323.14591667,0.1454767717
0.1356201172,0.1062109375,0.0016274414,323.14591667,0.1451487235
0.1644287109,0.1062109375,0.0019731445,323.14591667,0.1447474604
0.1927490234,0.1062109375,0.0023129883,323.14591667,0.1442761261
0.2205810547,0.1062109375,0.0026469727,323.14591667,0.1437377049
0.2479248047,0.1062109375,0.0029750977,323.14591667,0.1431350332
0.2747802734,0.1062109375,0.0032973633,323.14591667,0.1424708099
0.3011474609,0.1062109375,0.0036137695,323.14591667,0.1417476057
0.3270263672,0.1062109375,0.0039243164,323.14591667,0.1409678705
0.3524169922,0.1062109375,0.0042290039,323.14591667,0.1401339400
0.3773193359,0.1062109375,0.0045278320,323.14591667,0.1392480416
0.4017333984,0.1062109375,0.0048208008,323.14591667,0.1383122993
0.4256591797,0.1062109375,0.0051079102,323.14591667,0.1373287378
0.4490966797,0.1062109375,0.0053891602,323.14591667,0.1362992864
0.4720458984,0.1062109375,0.0056645508,323.14591667,0.1352257820
0.4945068359,0.1062109375,0.0059340820,323.14591667,0.1341099717
0.5164794922,0.1062109375,0.0061977539,323.14591667,0.1329535149
0.5379638672,0.1062109375,0.0064555664,323.14591667,0.1317579856
0.5589599609,0.1062109375,0.0067075195,323.14591667,0.1305248732
0.5794677734,0.1062109375,0.0069536133,323.14591667,0.1292555839
0.5994873047,0.1062109375,0.0071938477,323.14591667,0.1279514412
0.6190185547,0.1062109375,0.0074282227,323.14591667,0.1266136868
0.6380615234,0.1062109375,0.0076567383,323.14591667,0.1252434798
0.6566162109,0.1062109375,0.0078793945,323.14591667,0.1238418972
0.6746826172,0.1062109375,0.0080961914,323.14591667,0.1224099327
0.6922607422,0.1062109375,0.0083071289,323.14591667,0.1209484958
0.7093505859,0.1062109375,0.0085122070,323.14591667,0.1194584102
0.7259521484,0.1062109375,0.0087114258,323.14591667,0.1179404121
0.7420654297,0.1062109375,0.0089047852,323.14591667,0.1163951477
0.7576904297,0.1062109375,0.0090922852,323.14591667,0.1148231700
0.7728271484,0.1062109375,0.0092739258,323.14591667,0.1132249355
0.7874755859,0.1062109375,0.0094497070,323.14591667,0.1116007997
0.8016357422,0.1062109375,0.0096196289,323.14591667,0.1099510121
0.8153076172,0.1062109375,0.0097836914,323.14591667,0.1082757105
0.8284912109,0.1062109375,0.0099418945,323.14591667,0.1065749136
0.8411865234,0.1062109375,0.0100942383,323.14591667,0.1048485127
0.8533935547,0.1062109375,0.0102407227,323.14591667,0.1030962628
0.8651123047,0.1062109375,0.0103813477,323.14591667,0.1013177710
0.8763427734,0.1062109375,0.0105161133,323.14591667,0.0995124834
0.8870849609,0.1062109375,0.0106450195,323.14591667,0.0976796705
0.8973388672,0.1062109375,0.0107680664,323.14591667,0.0958184099
0.9071044922,0.1062109375,0.0108852539,323.14591667,0.0939275661
0.9163818359,0.1062109375,0.0109965820,323.14591667,0.0920057680
0.9251708984,0.1062109375,0.0111020508,323.14591667,0.0900513834
0.9334716797,0.1062109375,0.0112016602,323.14591667,0.0880624910
0.9412841797,0.1062109375,0.0112954102,323.14591667,0.0860368510
0.9486083984,0.1062109375,0.0113833008,323.14591667,0.0839718762
0.9554443359,0.1062109375,0.0114653320,323.14591667,0.0818646085
0.9617919922,0.1062109375,0.0115415039,323.14591667,0.0797117110
0.9676513672,0.1062109375,0.0116118164,323.14591667,0.0775094927
0.9730224609,0.1062109375,0.0116762695,323.14591667,0.0752540041
0.9779052734,0.1062109375,0.0117348633,323.14591667,0.0729412748
0.9822998047,0.1062109375,0.0117875977,323.14591667,0.0705678376
0.9862060547,0.1062109375,0.0118344727,323.14591667,0.0681318335
0.9896240234,0.1062109375,0.0118754883,323.14591667,0.0656353092
0.9925537109,0.1062109375,0.0119106445,323.14591667,0.0630889811
0.9949951172,0.1062109375,0.0119399414,323.14591667,0.0605220680
0.9969482422,0.1062109375,0.0119633789,323.14591667,0.0580019414
0.9984130859,0.1062109375,0.0119809570,323.14591667,0.0556690332
0.9993896484,0.1062109375,0.0119926758,323.14591667,0.0537785932
0.9998779297,0.1062109375,0.0119985352,323.14591667,0.0526872545
0.0155029297,0.1085546875,0.0001860352,323.14591667,0.1445868938
0.0462646484,0.1085546875,0.0005551758,323.14591667,0.1445009366
0.0765380859,0.1085546875,0.0009184570,323.14591667,0.1443328910
0.1063232422,0.1085546875,0.0012758789,323.14591667,0.1440863928
0.1356201172,0.1085546875,0.0016274414,323.14591667,0.1437648689
0.1644287109,0.1085546875,0.0019731445,323.14591667,0.1433715562
0.1927490234,0.1085546875,0.0023129883,323.14591667,0.1429095191
0.2205810547,0.1085546875,0.0026469727,323.14591667,0.1423816633
0.2479248047,0.1085546875,0.0029750977,323.14591667,0.1417907487
0.2747802734,0.1085546875,0.0032973633,323.14591667,0.1411393991
0.3011474609,0.1085546875,0.0036137695,323.14591667,0.1404301119
0.3270263672,0.1085546875,0.0039243164,323.14591667,0.1396652656
0.3524169922,0.1085546875,0.0042290039,323.14591667,0.1388471266
0.3773193359,0.1085546875,0.0045278320,323.14591667,0.1379778551
0.4017333984,0.1085546875,0.0048208008,323.14591667,0.1370595101
0.4256591797,0.1085546875,0.0051079102,323.14591667,0.1360940536
0.4490966797,0.1085546875,0.0053891602,323.14591667,0.1350833546
0.4720458984,0.1085546875,0.0056645508,323.14591667,0.1340291921
0.4945068359,0.1085546875,0.0059340820,323.14591667,0.1329332578
0.5164794922,0.1085546875,0.0061977539,323.14591667,0.1317971582
0.5379638672,0.1085546875,0.0064555664,323.14591667,0.1306224168
0.5589599609,0.1085546875,0.0067075195,323.14591667,0.1294104753
0.5794677734,0.1085546875,0.0069536133,323.14591667,0.1281626946
0.5994873047,0.1085546875,0.0071938477,323.14591667,0.1268803557
0.6190185547,0.1085546875,0.0074282227,323.14591667,0.1255646600
0.6380615234,0.1085546875,0.0076567383,323.14591667,0.1242167293
0.6566162109,0.1085546875,0.0078793945,323.14591667,0.1228376056
0.6746826172,0.1085546875,0.0080961914,323.14591667,0.1214282503
0.6922607422,0.1085546875,0.0083071289,323.14591667,0.1199895429
0.7093505859,0.1085546875,0.0085122070,323.14591667,0.1185222800
0.7259521484,0.1085546875,0.0087114258,323.14591667,0.1170271731
0.7420654297,0.1085546875,0.0089047852,323.14591667,0.1155048458
0.7576904297,0.1085546875,0.0090922852,323.14591667,0.1139558316
0.7728271484,0.1085546875,0.0092739258,323.14591667,0.1123805695
0.7874755859,0.1085546875,0.0094497070,323.14591667,0.1107794002
0.8016357422,0.1085546875,0.0096196289,323.14591667,0.1091525610
0.8153076172,0.1085546875,0.0097836914,323.14591667,0.1075001797
0.8284912109,0.1085546875,0.0099418945,323.14591667,0.1058222676
0.8411865234,0.1085546875,0.0100942383,323.14591667,0.1041187118
