time_s,0.0_cm,0.1_cm,0.2_cm,0.3_cm,0.4_cm,0.5_cm,0.6_cm,0.7_cm,0.8_cm,0.9_cm,1.0_cm,1.1_cm,1.2_cm,1.3_cm,1.4_cm,1.5_cm,1.6_cm,1.7_cm,1.8_cm,1.9_cm,2.0_cm
1575,32.386070,32.393831,32.417120,32.455953,32.510354,32.580354,32.665990,32.767300,32.884324,33.017097,33.165655,33.330031,33.510267,33.706413,33.918546,34.146771,34.391226,34.652056,34.929352,35.223044,35.532777
1576,32.391312,32.399074,32.422367,32.461206,32.515613,32.585622,32.671267,32.772587,32.889620,33.022401,33.170968,33.335354,33.515601,33.711764,33.923919,34.152172,34.396657,34.657508,34.934798,35.228432,35.538040
1577,32.396555,32.404319,32.427615,32.466459,32.520874,32.590891,32.676545,32.777874,32.894915,33.027706,33.176281,33.340677,33.520937,33.717117,33.929293,34.157574,34.402087,34.662956,34.940234,35.233808,35.543290
1578,32.401799,32.409564,32.432864,32.471713,32.526135,32.596160,32.681823,32.783161,32.900211,33.033011,33.181595,33.346002,33.526274,33.722470,33.934669,34.162976,34.407515,34.668398,34.945662,35.239172,35.548528
1579,32.407044,32.414810,32.438113,32.476967,32.531396,32.601429,32.687101,32.788448,32.905507,33.038316,33.186909,33.351326,33.531612,33.727825,33.940045,34.168378,34.412942,34.673836,34.951081,35.244525,35.553754
1580,32.412289,32.420057,32.443363,32.482222,32.536658,32.606699,32.692379,32.793735,32.910804,33.043621,33.192224,33.356651,33.536950,33.733180,33.945423,34.173780,34.418366,34.679269,34.956492,35.249867,35.558969
1581,32.417536,32.425304,32.448613,32.487478,32.541920,32.611969,32.697658,32.799023,32.916100,33.048926,33.197539,33.361977,33.542289,33.738537,33.950801,34.179183,34.423788,34.684696,34.961894,35.255198,35.564172
1582,32.422783,32.430552,32.453865,32.492734,32.547183,32.617240,32.702937,32.804311,32.921397,33.054232,33.202854,33.367304,33.547630,33.743895,33.956180,34.184584,34.429208,34.690118,34.967288,35.260519,35.569365
1583,32.428031,32.435801,32.459117,32.497991,32.552447,32.622511,32.708217,32.809599,32.926694,33.059538,33.208170,33.372631,33.552971,33.749253,33.961559,34.189985,34.434625,34.695535,34.972674,35.265829,35.574548
1584,32.433279,32.441050,32.464369,32.503249,32.557711,32.627782,32.713496,32.814887,32.931991,33.064844,33.213486,33.377959,33.558313,33.754613,33.966939,34.195386,34.440040,34.700947,34.978052,35.271130,35.579720
1585,32.438528,32.446301,32.469622,32.508507,32.562975,32.633054,32.718776,32.820176,32.937288,33.070151,33.218803,33.383287,33.563655,33.759973,33.972319,34.200785,34.445451,34.706353,34.983422,35.276421,35.584883
1586,32.443778,32.451551,32.474876,32.513765,32.568240,32.638326,32.724056,32.825464,32.942586,33.075458,33.224120,33.388616,33.568999,33.765333,33.977699,34.206183,34.450860,34.711754,34.988785,35.281704,35.590036
1587,32.449029,32.456803,32.480131,32.519025,32.573505,32.643599,32.729337,32.830753,32.947884,33.080765,33.229438,33.393946,33.574343,33.770695,33.983079,34.211580,34.456266,34.717149,34.994140,35.286977,35.595181
1588,32.454280,32.462055,32.485386,32.524284,32.578771,32.648872,32.734618,32.836043,32.953182,33.086073,33.234756,33.399276,33.579688,33.776056,33.988459,34.216976,34.461668,34.722539,34.999487,35.292241,35.600316
1589,32.459532,32.467308,32.490642,32.529545,32.584037,32.654145,32.739899,32.841332,32.958480,33.091381,33.240074,33.404607,33.585033,33.781419,33.993839,34.222371,34.467067,34.727924,35.004827,35.297496,35.605443
1590,32.464784,32.472562,32.495898,32.534806,32.589304,32.659419,32.745181,32.846622,32.963779,33.096689,33.245393,33.409938,33.590379,33.786781,33.999219,34.227764,34.472463,34.733303,35.010160,35.302744,35.610561
1591,32.470037,32.477816,32.501155,32.540067,32.594571,32.664693,32.750462,32.851912,32.969078,33.101998,33.250713,33.415270,33.595726,33.792144,34.004598,34.233155,34.477856,34.738677,35.015485,35.307982,35.615671
1592,32.475291,32.483070,32.506412,32.545329,32.599839,32.669968,32.755745,32.857203,32.974378,33.107307,33.256033,33.420603,33.601073,33.797507,34.009976,34.238544,34.483245,34.744046,35.020804,35.313213,35.620773
1593,32.480546,32.488326,32.511670,32.550591,32.605107,32.675242,32.761027,32.862494,32.979677,33.112617,33.261354,33.425936,33.606420,33.802870,34.015354,34.243932,34.488630,34.749409,35.026115,35.318436,35.625867
1594,32.485801,32.493582,32.516929,32.555854,32.610375,32.680518,32.766310,32.867785,32.984978,33.117927,33.266674,33.431270,33.611768,33.808233,34.020731,34.249317,34.494012,34.754767,35.031420,35.323651,35.630953
1595,32.491056,32.498838,32.522188,32.561117,32.615644,32.685793,32.771593,32.873076,32.990278,33.123237,33.271996,33.436604,33.617116,33.813597,34.026108,34.254701,34.499390,34.760119,35.036717,35.328859,35.636032
1596,32.496313,32.504096,32.527448,32.566381,32.620914,32.691069,32.776877,32.878368,32.995579,33.128548,33.277318,33.441938,33.622465,33.818960,34.031483,34.260082,34.504765,34.765467,35.042009,35.334059,35.641103
1597,32.501570,32.509353,32.532708,32.571646,32.626184,32.696346,32.782161,32.883660,33.000880,33.133859,33.282640,33.447273,33.627814,33.824323,34.036858,34.265462,34.510136,34.770809,35.047293,35.339252,35.646167
1598,32.506827,32.514612,32.537969,32.576911,32.631454,32.701623,32.787445,32.888953,33.006181,33.139170,33.287963,33.452609,33.633163,33.829685,34.042231,34.270839,34.515503,34.776145,35.052571,35.344437,35.651224
1599,32.512085,32.519871,32.543231,32.582176,32.636725,32.706900,32.792730,32.894246,33.011483,33.144482,33.293286,33.457944,33.638512,33.835047,34.047603,34.276213,34.520867,34.781477,35.057843,35.349616,35.656274
1600,32.517344,32.525130,32.548492,32.587442,32.641996,32.712178,32.798014,32.899539,33.016786,33.149795,33.298610,33.463281,33.643862,33.840409,34.052974,34.281586,34.526227,34.786803,35.063108,35.354787,35.661317
1601,32.522603,32.530390,32.553755,32.592708,32.647268,32.717456,32.803300,32.904832,33.022088,33.155107,33.303934,33.468617,33.649211,33.845771,34.058344,34.286956,34.531583,34.792125,35.068367,35.359952,35.666354
1602,32.527863,32.535651,32.559018,32.597975,32.652540,32.722734,32.808586,32.910126,33.027391,33.160421,33.309258,33.473954,33.654560,33.851132,34.063713,34.292323,34.536935,34.797441,35.073620,35.365110,35.671384
1603,32.533123,32.540912,32.564281,32.603243,32.657812,32.728013,32.813872,32.915420,33.032695,33.165734,33.314583,33.479291,33.659910,33.856492,34.069080,34.297688,34.542284,34.802752,35.078867,35.370262,35.676407
1604,32.538384,32.546173,32.569545,32.608510,32.663085,32.733292,32.819158,32.920715,33.037998,33.171048,33.319908,33.484628,33.665259,33.861852,34.074445,34.303051,34.547628,34.808058,35.084108,35.375407,35.681424
1605,32.543645,32.551435,32.574810,32.613779,32.668358,32.738571,32.824445,32.926010,33.043302,33.176362,33.325234,33.489965,33.670608,33.867211,34.079809,34.308411,34.552969,34.813359,35.089343,35.380545,35.686435
1606,32.548907,32.556698,32.580075,32.619047,32.673632,32.743851,32.829732,32.931305,33.048607,33.181677,33.330559,33.495303,33.675957,33.872569,34.085172,34.313768,34.558306,34.818655,35.094572,35.385678,35.691439
1607,32.554169,32.561961,32.585340,32.624317,32.678906,32.749132,32.835020,32.936601,33.053912,33.186992,33.335886,33.500641,33.681306,33.877927,34.090533,34.319123,34.563640,34.823947,35.099796,35.390804,35.696438
1608,32.559432,32.567225,32.590606,32.629586,32.684181,32.754413,32.840308,32.941897,33.059217,33.192307,33.341212,33.505978,33.686655,33.883284,34.095892,34.324474,34.568969,34.829233,35.105013,35.395924,35.701431
1609,32.564696,32.572489,32.595873,32.634856,32.689456,32.759694,32.845596,32.947194,33.064523,33.197623,33.346539,33.511316,33.692003,33.888639,34.101250,34.329824,34.574295,34.834514,35.110225,35.401038,35.706417
1610,32.569960,32.577754,32.601140,32.640127,32.694732,32.764975,32.850885,32.952490,33.069829,33.202939,33.351865,33.516654,33.697351,33.893994,34.106606,34.335170,34.579616,34.839791,35.115432,35.406146,35.711398
1611,32.575224,32.583019,32.606407,32.645398,32.700008,32.770257,32.856174,32.957788,33.075135,33.208256,33.357192,33.521992,33.702698,33.899348,34.111960,34.340514,34.584934,34.845063,35.120632,35.411248,35.716374
1612,32.580489,32.588285,32.611675,32.650670,32.705284,32.775540,32.861463,32.963085,33.080442,33.213572,33.362520,33.527330,33.708045,33.904701,34.117312,34.345855,34.590248,34.850330,35.125828,35.416344,35.721343
1613,32.585755,32.593551,32.616944,32.655942,32.710561,32.780823,32.866753,32.968383,33.085749,33.218889,33.367847,33.532667,33.713392,33.910053,34.122662,34.351193,34.595559,34.855592,35.131018,35.421435,35.726307
1614,32.591021,32.598818,32.622212,32.661214,32.715838,32.786106,32.872043,32.973682,33.091056,33.224206,33.373175,33.538005,33.718738,33.915404,34.128010,34.356528,34.600865,34.860850,35.136202,35.426520,35.731266
1615,32.596287,32.604085,32.627482,32.666487,32.721116,32.791389,32.877334,32.978980,33.096364,33.229524,33.378502,33.543342,33.724083,33.920753,34.133357,34.361860,34.606168,34.866103,35.141382,35.431600,35.736219
1616,32.601554,32.609353,32.632752,32.671760,32.726394,32.796673,32.882625,32.984279,33.101672,33.234842,33.383830,33.548680,33.729428,33.926101,34.138701,34.367190,34.611467,34.871351,35.146556,35.436674,35.741167
1617,32.606822,32.614621,32.638022,32.677034,32.731672,32.801958,32.887916,32.989579,33.106980,33.240160,33.389158,33.554017,33.734772,33.931449,34.144044,34.372516,34.616762,34.876595,35.151725,35.441743,35.746110
1618,32.612090,32.619890,32.643293,32.682308,32.736951,32.807243,32.893208,32.994879,33.112289,33.245478,33.394486,33.559354,33.740116,33.936794,34.149384,34.377840,34.622053,34.881834,35.156889,35.446806,35.751047
1619,32.617358,32.625159,32.648564,32.687583,32.742230,32.812528,32.898500,33.000179,33.117598,33.250796,33.399814,33.564690,33.745459,33.942139,34.154723,34.383160,34.627341,34.887068,35.162048,35.451864,35.755980
1620,32.622627,32.630428,32.653836,32.692858,32.747510,32.817813,32.903793,33.005479,33.122907,33.256115,33.405142,33.570027,33.750801,33.947482,34.160059,34.388478,34.632624,34.892298,35.167201,35.456917,35.760907
1621,32.627896,32.635698,32.659108,32.698133,32.752790,32.823099,32.909086,33.010780,33.128217,33.261434,33.410470,33.575363,33.756143,33.952824,34.165393,34.393793,34.637904,34.897524,35.172350,35.461968,35.765904
1622,32.633166,32.640969,32.664380,32.703409,32.758071,32.828386,32.914379,33.016081,33.133527,33.266753,33.415798,33.580698,33.761483,33.958164,34.170725,34.399105,34.643180,34.902745,35.177495,35.467026,35.770955
1623,32.638436,32.646240,32.669653,32.708686,32.763352,32.833673,32.919673,33.021383,33.138837,33.272072,33.421126,33.586034,33.766823,33.963503,34.176055,34.404414,34.648453,34.907962,35.182638,35.472096,35.776038
1624,32.643707,32.651511,32.674927,32.713963,32.768633,32.838960,32.924967,33.026685,33.144147,33.277391,33.426453,33.591368,33.772162,33.968841,34.181383,34.409720,34.653722,34.913176,35.187780,35.477181,35.781147
1625,32.648978,32.656783,32.680201,32.719240,32.773915,32.844247,32.930261,33.031987,33.149458,33.282710,33.431781,33.596703,33.777500,33.974177,34.186708,34.415023,34.658987,34.918386,35.192925,35.482279,35.786277
1626,32.654250,32.662056,32.685475,32.724518,32.779198,32.849535,32.935556,33.037289,33.154769,33.288030,33.437108,33.602037,33.782837,33.979511,34.192032,34.420323,34.664249,34.923594,35.198072,35.487390,35.791425
1627,32.659522,32.667328,32.690750,32.729796,32.784480,32.854824,32.940851,33.042592,33.160080,33.293349,33.442436,33.607370,33.788173,33.984844,34.197353,34.425621,34.669508,34.928800,35.203223,35.492514,35.796590
1628,32.664795,32.672602,32.696025,32.735074,32.789763,32.860113,32.946147,33.047895,33.165391,33.298669,33.447763,33.612703,33.793508,33.990175,34.202671,34.430915,34.674764,34.934006,35.208379,35.497649,35.801769
1629,32.670068,32.677875,32.701301,32.740353,32.795047,32.865402,32.951443,33.053199,33.170702,33.303988,33.453090,33.618036,33.798842,33.995505,34.207988,34.436207,34.680017,34.939211,35.213539,35.502795,35.806962
1630,32.675341,32.683150,32.706577,32.745633,32.800331,32.870691,32.956739,33.058502,33.176014,33.309308,33.458417,33.623367,33.804175,34.000833,34.213303,34.441496,34.685269,34.944416,35.218704,35.507951,35.812167
1631,32.680615,32.688424,32.711854,32.750912,32.805615,32.875981,32.962035,33.063806,33.181326,33.314627,33.463743,33.628699,33.809507,34.006160,34.218615,34.446783,34.690519,34.949622,35.223874,35.513117,35.817383
1632,32.685890,32.693699,32.717131,32.756193,32.810900,32.881271,32.967332,33.069110,33.186638,33.319947,33.469069,33.634029,33.814838,34.011485,34.223925,34.452067,34.695767,34.954829,35.229049,35.518293,35.822610
1633,32.691165,32.698975,32.722408,32.761473,32.816185,32.886562,32.972629,33.074415,33.191950,33.325267,33.474395,33.639359,33.820168,34.016808,34.229233,34.457350,34.701014,34.960037,35.234230,35.523477,35.827847
1634,32.696440,32.704251,32.727686,32.766755,32.821470,32.891853,32.977927,33.079719,33.197262,33.330586,33.479721,33.644688,33.825496,34.022130,34.234539,34.462630,34.706260,34.965247,35.239415,35.528670,35.833093
1635,32.701716,32.709527,32.732964,32.772036,32.826756,32.897144,32.983224,33.085024,33.202574,33.335905,33.485046,33.650017,33.830824,34.027450,34.239843,34.467909,34.711505,34.970459,35.244606,35.533870,35.838348
1636,32.706992,32.714804,32.738243,32.777318,32.832043,32.902436,32.988523,33.090329,33.207887,33.341225,33.490371,33.655345,33.836150,34.032768,34.245145,34.473186,34.716750,34.975672,35.249802,35.539079,35.843612
1637,32.712268,32.720081,32.743522,32.782600,32.837329,32.907728,32.993821,33.095635,33.213199,33.346544,33.495695,33.660672,33.841476,34.038085,34.250446,34.478461,34.721995,34.980888,35.255003,35.544295,35.848883
1638,32.717545,32.725359,32.748802,32.787883,32.842616,32.913021,32.999120,33.100940,33.218512,33.351863,33.501020,33.665998,33.846800,34.043401,34.255745,34.483736,34.727240,34.986106,35.260209,35.549518,35.854162
1639,32.722823,32.730637,32.754082,32.793166,32.847904,32.918314,33.004419,33.106246,33.223824,33.357182,33.506343,33.671324,33.852123,34.048715,34.261042,34.489009,34.732485,34.991326,35.265420,35.554748,35.859448
1640,32.728101,32.735915,32.759362,32.798450,32.853192,32.923607,33.009718,33.111552,33.229137,33.362501,33.511667,33.676649,33.857444,34.054027,34.266338,34.494281,34.737730,34.996549,35.270636,35.559984,35.864742
1641,32.733379,32.741194,32.764643,32.803734,32.858480,32.928900,33.015017,33.116858,33.234450,33.367819,33.516989,33.681973,33.862765,34.059338,34.271632,34.499552,34.742976,35.001774,35.275856,35.565227,35.870042
1642,32.738658,32.746474,32.769924,32.809018,32.863768,32.934194,33.020317,33.122164,33.239762,33.373138,33.522312,33.687296,33.868085,34.064648,34.276925,34.504823,34.748222,35.007002,35.281081,35.570476,35.875349
1643,32.743937,32.751754,32.775206,32.814303,32.869057,32.939488,33.025617,33.127471,33.245075,33.378456,33.527634,33.692618,33.873403,34.069956,34.282217,34.510093,34.753469,35.012232,35.286311,35.575731,35.880661
1644,32.749217,32.757034,32.780488,32.819588,32.874347,32.944782,33.030918,33.132777,33.250388,33.383774,33.532955,33.697940,33.878720,34.075263,34.287508,34.515363,34.758717,35.017465,35.291545,35.580992,35.885980
1645,32.754497,32.762315,32.785771,32.824874,32.879636,32.950077,33.036218,33.138084,33.255700,33.389092,33.538276,33.703261,33.884036,34.080569,34.292798,34.520632,34.763966,35.022701,35.296784,35.586259,35.891305
1646,32.759777,32.767596,32.791054,32.830160,32.884926,32.955372,33.041519,33.143391,33.261013,33.394409,33.543596,33.708581,33.889352,34.085874,34.298087,34.525901,34.769216,35.027939,35.302027,35.591531,35.896635
1647,32.765058,32.772877,32.796337,32.835446,32.890217,32.960668,33.046820,33.148698,33.266326,33.399726,33.548916,33.713900,33.894666,34.091178,34.303375,34.531170,34.774467,35.033180,35.307274,35.596808,35.901970
1648,32.770339,32.778159,32.801621,32.840733,32.895507,32.965963,33.052121,33.154005,33.271638,33.405043,33.554235,33.719218,33.899979,34.096480,34.308662,34.536439,34.779719,35.038424,35.312525,35.602090,35.907311
1649,32.775621,32.783441,32.806905,32.846020,32.900799,32.971259,33.057422,33.159312,33.276951,33.410360,33.559554,33.724536,33.905291,34.101782,34.313948,34.541708,34.784973,35.043670,35.317781,35.607378,35.912657
1650,32.780903,32.788724,32.812189,32.851307,32.906090,32.976555,33.062724,33.164619,33.282263,33.415676,33.564872,33.729853,33.910602,34.107083,34.319234,34.546978,34.790228,35.048919,35.323041,35.612670,35.918008
1651,32.786186,32.794007,32.817474,32.856595,32.911382,32.981852,33.068026,33.169926,33.287575,33.420992,33.570190,33.735169,33.915912,34.112383,34.324520,34.552247,34.795484,35.054171,35.328304,35.617967,35.923364
1652,32.791469,32.799291,32.822760,32.861883,32.916674,32.987148,33.073328,33.175233,33.292887,33.426308,33.575507,33.740484,33.921222,34.117682,34.329805,34.557517,34.800742,35.059426,35.333571,35.623269,35.928724
1653,32.796752,32.804575,32.828045,32.867172,32.921966,32.992445,33.078630,33.180541,33.298199,33.431624,33.580824,33.745799,33.926530,34.122980,34.335090,34.562787,34.806001,35.064683,35.338843,35.628575,35.934089
1654,32.802036,32.809859,32.833331,32.872460,32.927259,32.997743,33.083932,33.185848,33.303511,33.436939,33.586140,33.751113,33.931838,34.128277,34.340374,34.568058,34.811261,35.069943,35.344118,35.633886,35.939459
1655,32.807320,32.815144,32.838618,32.877750,32.932552,33.003040,33.089234,33.191155,33.308823,33.442253,33.591455,33.756426,33.937145,34.133574,34.345658,34.573329,34.816524,35.075206,35.349397,35.639201,35.944833
1656,32.812604,32.820429,32.843904,32.883039,32.937845,33.008338,33.094537,33.196463,33.314134,33.447568,33.596770,33.761738,33.942451,34.138871,34.350942,34.578601,34.821787,35.080472,35.354679,35.644520,35.950211
1657,32.817889,32.825714,32.849192,32.888329,32.943138,33.013636,33.099840,33.201770,33.319446,33.452882,33.602085,33.767050,33.947756,34.144166,34.356226,34.583873,34.827053,35.085740,35.359965,35.649843,35.955593
1658,32.823174,32.831000,32.854479,32.893619,32.948432,33.018934,33.105142,33.207077,33.324757,33.458195,33.607399,33.772361,33.953061,34.149462,34.361510,34.589146,34.832320,35.091011,35.365255,35.655170,35.960979
1659,32.828460,32.836286,32.859767,32.898910,32.953726,33.024232,33.110445,33.212385,33.330068,33.463509,33.612712,33.777671,33.958365,34.154756,34.366793,34.594420,34.837588,35.096284,35.370548,35.660502,35.966369
1660,32.833746,32.841573,32.865055,32.904201,32.959021,33.029531,33.115748,33.217692,33.335379,33.468822,33.618025,33.782981,33.963669,34.160051,34.372077,34.599694,34.842859,35.101560,35.375844,35.665837,35.971763
1661,32.839033,32.846860,32.870344,32.909492,32.964316,33.034830,33.121052,33.222999,33.340690,33.474134,33.623337,33.788290,33.968972,34.165345,34.377361,34.604969,34.848131,35.106839,35.381144,35.671176,35.977161
1662,32.844319,32.852147,32.875633,32.914784,32.969610,33.040129,33.126355,33.228307,33.346000,33.479447,33.628649,33.793599,33.974274,34.170638,34.382645,34.610245,34.853404,35.112120,35.386447,35.676519,35.982563
1663,32.849606,32.857435,32.880922,32.920075,32.974906,33.045428,33.131658,33.233614,33.351311,33.484759,33.633960,33.798907,33.979576,34.175932,34.387929,34.615522,34.858680,35.117404,35.391753,35.681865,35.987968
1664,32.854894,32.862723,32.886212,32.925367,32.980201,33.050727,33.136961,33.238921,33.356621,33.490070,33.639271,33.804214,33.984877,34.181225,34.393214,34.620800,34.863957,35.122690,35.397063,35.687215,35.993377
1665,32.860182,32.868011,32.891502,32.930660,32.985497,33.056026,33.142265,33.244228,33.361931,33.495381,33.644581,33.809521,33.990178,34.186518,34.398498,34.626079,34.869236,35.127979,35.402376,35.692569,35.998789
1666,32.865470,32.873300,32.896792,32.935953,32.990793,33.061326,33.147568,33.249535,33.367240,33.500692,33.649891,33.814828,33.995479,34.191811,34.403783,34.631359,34.874516,35.133270,35.407692,35.697926,36.004204
1667,32.870759,32.878589,32.902083,32.941246,32.996089,33.066626,33.152872,33.254842,33.372550,33.506003,33.655201,33.820133,34.000779,34.197103,34.409069,34.636640,34.879798,35.138564,35.413011,35.703286,36.009623
1668,32.876048,32.883879,32.907373,32.946539,33.001385,33.071926,33.158175,33.260149,33.377859,33.511313,33.660510,33.825439,34.006078,34.202396,34.414355,34.641921,34.885083,35.143860,35.418333,35.708650,36.015045
1669,32.881337,32.889168,32.912665,32.951832,33.006682,33.077226,33.163479,33.265456,33.383168,33.516622,33.665818,33.830744,34.011378,34.207689,34.419641,34.647204,34.890368,35.149159,35.423658,35.714017,36.020471
1670,32.886626,32.894458,32.917956,32.957126,33.011979,33.082526,33.168783,33.270762,33.388477,33.521932,33.671126,33.836049,34.016677,34.212981,34.424927,34.652488,34.895656,35.154460,35.428986,35.719387,36.025899
1671,32.891916,32.899749,32.923248,32.962420,33.017276,33.087826,33.174086,33.276069,33.393785,33.527241,33.676434,33.841353,34.021976,34.218274,34.430215,34.657773,34.900945,35.159764,35.434317,35.724760,36.031331
1672,32.897207,32.905040,32.928540,32.967715,33.022573,33.093127,33.179390,33.281375,33.399094,33.532550,33.681741,33.846657,34.027275,34.223567,34.435502,34.663059,34.906237,35.165070,35.439651,35.730137,36.036766
1673,32.902497,32.910331,32.933833,32.973009,33.027870,33.098427,33.184694,33.286682,33.404402,33.537858,33.687048,33.851960,34.032573,34.228859,34.440791,34.668347,34.911530,35.170379,35.444987,35.735516,36.042204
1674,32.907788,32.915622,32.939125,32.978304,33.033168,33.103728,33.189997,33.291988,33.409710,33.543166,33.692355,33.857263,34.037871,34.234152,34.446079,34.673635,34.916824,35.175689,35.450327,35.740899,36.047645
1675,32.913079,32.920914,32.944418,32.983599,33.038466,33.109029,33.195301,33.297294,33.415017,33.548474,33.697661,33.862566,34.043169,34.239445,34.451369,34.678925,34.922121,35.181002,35.455669,35.746285,36.053088
1676,32.918371,32.926206,32.949712,32.988895,33.043764,33.114330,33.200605,33.302600,33.420325,33.553782,33.702967,33.867869,34.048467,34.244739,34.456659,34.684215,34.927419,35.186318,35.461014,35.751673,36.058535
1677,32.923663,32.931498,32.955005,32.994190,33.049062,33.119631,33.205908,33.307906,33.425632,33.559089,33.708272,33.873171,34.053765,34.250032,34.461949,34.689507,34.932719,35.191636,35.466362,35.757065,36.063984
1678,32.928955,32.936790,32.960299,32.999486,33.054360,33.124932,33.211212,33.313212,33.430939,33.564396,33.713578,33.878473,34.059063,34.255326,34.467241,34.694801,34.938021,35.196956,35.471712,35.762459,36.069436
1679,32.934247,32.942083,32.965593,33.004782,33.059658,33.130233,33.216516,33.318518,33.436246,33.569702,33.718883,33.883775,34.064361,34.260620,34.472533,34.700095,34.943324,35.202278,35.477065,35.767856,36.074891
1680,32.939540,32.947376,32.970887,33.010078,33.064957,33.135534,33.221819,33.323823,33.441553,33.575009,33.724187,33.889076,34.069659,34.265914,34.477826,34.705390,34.948630,35.207603,35.482421,35.773256,36.080349
1681,32.944833,32.952670,32.976182,33.015374,33.070256,33.140835,33.227123,33.329129,33.446859,33.580315,33.729492,33.894378,34.074956,34.271208,34.483119,34.710687,34.953937,35.212930,35.487779,35.778661,36.085868
1682,32.950126,32.957963,32.981477,33.020671,33.075554,33.146136,33.232427,33.334434,33.452165,33.585621,33.734796,33.899679,34.080254,34.276503,34.488413,34.715985,34.959246,35.218259,35.493140,35.784078,36.091435
1683,32.955419,32.963257,32.986772,33.025968,33.080853,33.151438,33.237730,33.339740,33.457471,33.590926,33.740100,33.904980,34.085552,34.281799,34.493708,34.721285,34.964556,35.223590,35.498506,35.789512,36.097035
1684,32.960713,32.968551,32.992067,33.031265,33.086152,33.156739,33.243034,33.345045,33.462777,33.596232,33.745403,33.910281,34.090850,34.287094,34.499004,34.726585,34.969869,35.228924,35.503879,35.794963,36.102661
1685,32.966007,32.973846,32.997362,33.036562,33.091452,33.162040,33.248337,33.350350,33.468083,33.601537,33.750707,33.915582,34.096148,34.292390,34.504301,34.731887,34.975183,35.234262,35.509259,35.800432,36.108310
1686,32.971302,32.979140,33.002658,33.041859,33.096751,33.167342,33.253641,33.355654,33.473388,33.606842,33.756010,33.920883,34.101446,34.297687,34.509598,34.737190,34.980499,35.239603,35.514647,35.805917,36.113980
1687,32.976596,32.984435,33.007954,33.047157,33.102050,33.172643,33.258944,33.360959,33.478693,33.612147,33.761313,33.926184,34.106744,34.302984,34.514897,34.742495,34.985818,35.244948,35.520045,35.811418,36.119668
1688,32.981891,32.989730,33.013250,33.052454,33.107350,33.177945,33.264247,33.366264,33.483999,33.617451,33.766616,33.931484,34.112043,34.308281,34.520196,34.747801,34.991139,35.250298,35.525452,35.816935,36.125374
1689,32.987186,32.995025,33.018546,33.057752,33.112650,33.183247,33.269551,33.371568,33.489303,33.622755,33.771919,33.936785,34.117342,34.313579,34.525496,34.753108,34.996462,35.255653,35.530868,35.822466,36.131097
1690,32.992481,33.000321,33.023843,33.063050,33.117949,33.188548,33.274854,33.376873,33.494608,33.628060,33.777222,33.942086,34.122640,34.318877,34.530797,34.758418,35.001789,35.261014,35.536295,35.828012,36.136835
1691,32.997776,33.005617,33.029139,33.068348,33.123249,33.193850,33.280157,33.382177,33.499913,33.633364,33.782524,33.947386,34.127939,34.324176,34.536099,34.763728,35.007118,35.266381,35.541731,35.833571,36.142588
1692,33.003072,33.010913,33.034436,33.073646,33.128549,33.199151,33.285460,33.387481,33.505217,33.638667,33.787827,33.952687,34.133239,34.329476,34.541402,34.769041,35.012451,35.271753,35.547177,35.839143,36.148355
1693,33.008368,33.016209,33.039733,33.078945,33.133849,33.204453,33.290763,33.392785,33.510521,33.643971,33.793129,33.957988,34.138538,34.334776,34.546706,34.774356,35.017788,35.277132,35.552633,35.844729,36.154135
1694,33.013664,33.021505,33.045030,33.084243,33.139149,33.209755,33.296066,33.398089,33.515826,33.649275,33.798431,33.963289,34.143838,34.340077,34.552012,34.779673,35.023129,35.282518,35.558099,35.850326,36.159928
1695,33.018960,33.026802,33.050328,33.089542,33.144449,33.215056,33.301369,33.403393,33.521130,33.654578,33.803734,33.968589,34.149138,34.345378,34.557318,34.784992,35.028473,35.287910,35.563575,35.855936,36.165734
1696,33.024257,33.032098,33.055625,33.094841,33.149749,33.220358,33.306672,33.408697,33.526434,33.659881,33.809036,33.973890,34.154439,34.350680,34.562626,34.790313,35.033822,35.293309,35.569060,35.861558,36.171552
1697,33.029553,33.037395,33.060923,33.100139,33.155050,33.225660,33.311975,33.414000,33.531737,33.665185,33.814338,33.979191,34.159740,34.355983,34.567936,34.795638,35.039175,35.298714,35.574554,35.867191,36.177382
1698,33.034850,33.042692,33.066221,33.105438,33.160350,33.230962,33.317278,33.419304,33.537041,33.670488,33.819640,33.984493,34.165041,34.361287,34.573247,34.800964,35.044532,35.304127,35.580059,35.872836,36.183223
1699,33.040147,33.047990,33.071519,33.110738,33.165651,33.236263,33.322581,33.424607,33.542344,33.675791,33.824942,33.989794,34.170343,34.366592,34.578559,34.806294,35.049894,35.309546,35.585572,35.878491,36.189076
1700,33.045444,33.053287,33.076817,33.116037,33.170951,33.241565,33.327884,33.429911,33.547648,33.681094,33.830244,33.995096,34.175645,34.371897,34.583874,34.811626,35.055261,35.314972,35.591095,35.884157,36.194939
1701,33.050742,33.058585,33.082115,33.121336,33.176251,33.246867,33.333186,33.435214,33.552951,33.686396,33.835547,34.000397,34.180948,34.377204,34.589190,34.816962,35.060632,35.320406,35.596626,35.889834,36.200812
1702,33.056039,33.063882,33.087414,33.126635,33.181552,33.252168,33.338489,33.440517,33.558254,33.691699,33.840849,34.005699,34.186251,34.382511,34.594507,34.822300,35.066009,35.325846,35.602167,35.895521,36.206696
