time_s,radius_cm,oven_temperature_C,oven_temperature_K,oven_moisture_kg_kg,surface_temperature_C,surface_temperature_K,surface_moisture_kg_kg,surface_dry_bulk_density_kg_m3,water_mass_flux_kg_m2_s,latent_heat_J_kg,latent_heat_flux_W_m2,convective_heat_flux_W_m2,conductive_heat_flux_W_m2,surface_energy_residual_W_m2
142200,1.2,49.99591667,323.1459167,0.04999041667,49.62684407,322.7768441,0.05661977172,724.0975419,3.84023976e-06,2383680.648,9.153905199,9.226814793,0.07290968478,-9.04392774e-08
142260,1.2,49.99591667,323.1459167,0.04999041667,49.62728258,322.7772826,0.05661188894,724.1022726,3.835698496e-06,2383679.613,9.143076307,9.215852265,0.0727759942,-3.601182641e-08
142320,1.2,49.99591667,323.1459167,0.04999041667,49.62772029,322.7777203,0.05660402026,724.1069948,3.831165297e-06,2383678.58,9.132266654,9.204909296,0.07264268832,-4.64313743e-08
142380,1.2,49.99591667,323.1459167,0.04999041667,49.62815723,322.7781572,0.05659616563,724.1117087,3.826640135e-06,2383677.549,9.121476177,9.193985807,0.07250964032,-9.75547465e-09
142440,1.2,49.99591667,323.1459167,0.04999041667,49.6285934,322.7785934,0.05658832503,724.1164142,3.822122997e-06,2383676.52,9.110704842,9.183081785,0.07237685016,9.233183995e-08
142500,1.2,49.99591667,323.1459167,0.04999041667,49.62902878,322.7790288,0.05658049842,724.1211115,3.81761386e-06,2383675.492,9.099952597,9.172197168,0.07224457146,-9.861569339e-10
142560,1.2,49.99591667,323.1459167,0.04999041667,49.62946339,322.7794634,0.05657268579,724.1258003,3.813112718e-06,2383674.466,9.089219424,9.161331924,0.07211242377,7.672796976e-08
142620,1.2,49.99591667,323.1459167,0.04999041667,49.62989723,322.7798972,0.05656488708,724.130481,3.808619539e-06,2383673.443,9.078505247,9.150486011,0.07198066067,1.025973599e-07
142680,1.2,49.99591667,323.1459167,0.04999041667,49.63033029,322.7803303,0.05655710228,724.1351533,3.804134312e-06,2383672.421,9.067810043,9.139659354,0.07184928215,2.895128759e-08
142740,1.2,49.99591667,323.1459167,0.04999041667,49.63076259,322.7807626,0.05654933133,724.1398174,3.799657013e-06,2383671.4,9.057133753,9.128851939,0.07171816137,2.421765011e-08
142800,1.2,49.99591667,323.1459167,0.04999041667,49.63119412,322.7811941,0.05654157422,724.1444732,3.795187629e-06,2383670.382,9.046476345,9.11806371,0.07158729833,6.661231922e-08
142860,1.2,49.99591667,323.1459167,0.04999041667,49.63162488,322.7816249,0.05653383092,724.1491208,3.790726141e-06,2383669.365,9.035837774,9.107294634,0.07145681981,4.021361555e-08
142920,1.2,49.99591667,323.1459167,0.04999041667,49.63205488,322.7820549,0.05652610138,724.1537603,3.78627253e-06,2383668.35,9.025217996,9.096544651,0.07132672577,-7.017016479e-08
142980,1.2,49.99591667,323.1459167,0.04999041667,49.63248412,322.7824841,0.05651838559,724.1583915,3.781826778e-06,2383667.337,9.014616967,9.085813731,0.07119676261,1.467235222e-09
143040,1.2,49.99591667,323.1459167,0.04999041667,49.63291259,322.7829126,0.0565106835,724.1630146,3.777388868e-06,2383666.326,9.004034646,9.07510182,0.07106718391,-9.660544364e-09
143100,1.2,49.99591667,323.1459167,0.04999041667,49.63334031,322.7833403,0.05650299509,724.1676295,3.772958781e-06,2383665.317,8.993470989,9.064408882,0.07093786283,3.024972806e-08
143160,1.2,49.99591667,323.1459167,0.04999041667,49.63376727,322.7837673,0.05649532032,724.1722364,3.768536502e-06,2383664.309,8.982925958,9.053734858,0.07080892617,-2.634236296e-08
143220,1.2,49.99591667,323.1459167,0.04999041667,49.63419348,322.7841935,0.05648765917,724.1768351,3.76412201e-06,2383663.303,8.972399504,9.043079717,0.0706802471,-3.400730542e-08
143280,1.2,49.99591667,323.1459167,0.04999041667,49.63461893,322.7846189,0.05648001159,724.1814257,3.759715282e-06,2383662.299,8.961891573,9.032443437,0.0705519524,-8.826486386e-08
143340,1.2,49.99591667,323.1459167,0.04999041667,49.63504363,322.7850436,0.05647237757,724.1860083,3.755316315e-06,2383661.297,8.951402157,9.021825948,0.07042378847,2.20647145e-09
143400,1.2,49.99591667,323.1459167,0.04999041667,49.63546758,322.7854676,0.05646475707,724.1905828,3.75092508e-06,2383660.297,8.940931188,9.011227206,0.07029600887,9.27161814e-09
143460,1.2,49.99591667,323.1459167,0.04999041667,49.63589078,322.7858908,0.05645715005,724.1951493,3.746541556e-06,2383659.298,8.930478615,9.00064717,0.07016861358,-5.902125189e-08
143520,1.2,49.99591667,323.1459167,0.04999041667,49.63631323,322.7863132,0.05644955649,724.1997078,3.742165741e-06,2383658.301,8.920044431,8.99008582,0.070041349,4.037214651e-08
143580,1.2,49.99591667,323.1459167,0.04999041667,49.63673494,322.7867349,0.05644197636,724.2042582,3.737797603e-06,2383657.306,8.909628562,8.979543063,0.06991446869,3.190204012e-08
143640,1.2,49.99591667,323.1459167,0.04999041667,49.63715591,322.7871559,0.05643440963,724.2088008,3.73343713e-06,2383656.312,8.899230981,8.969018903,0.06978797263,-4.983759538e-08
143700,1.2,49.99591667,323.1459167,0.04999041667,49.63757613,322.7875761,0.05642685625,724.2133353,3.729084302e-06,2383655.32,8.888851636,8.958513298,0.06966160724,5.508523415e-08
143760,1.2,49.99591667,323.1459167,0.04999041667,49.63799562,322.7879956,0.05641931622,724.2178619,3.72473911e-06,2383654.33,8.87849051,8.948026176,0.06953562605,4.033908851e-08
143820,1.2,49.99591667,323.1459167,0.04999041667,49.63841437,322.7884144,0.05641178949,724.2223806,3.720401528e-06,2383653.342,8.868147537,8.937557504,0.06941002906,-6.206794012e-08
143880,1.2,49.99591667,323.1459167,0.04999041667,49.63883238,322.7888324,0.05640427602,724.2268914,3.716071536e-06,2383652.356,8.857822671,8.927107263,0.06928468945,-9.737136786e-08
143940,1.2,49.99591667,323.1459167,0.04999041667,49.63924965,322.7892497,0.05639677581,724.2313942,3.711749132e-06,2383651.371,8.847515907,8.916675376,0.06915948044,-1.119732396e-08
144000,1.2,49.99591667,323.1459167,0.04999041667,49.63966619,322.7896662,0.0563892888,724.2358893,3.707434278e-06,2383650.388,8.837227156,8.906261825,0.06903478233,-1.133207963e-07
144060,1.2,49.99591667,323.1459167,0.04999041667,49.640082,322.790082,0.05638181498,724.2403764,3.703126976e-06,2383649.406,8.826956418,8.895866565,0.06891021479,-6.712690492e-08
144120,1.2,49.99591667,323.1459167,0.04999041667,49.64049708,322.7904971,0.05637435431,724.2448558,3.698827199e-06,2383648.427,8.816703634,8.885489556,0.06878590457,1.725460663e-08
144180,1.2,49.99591667,323.1459167,0.04999041667,49.64091144,322.7909114,0.05636690676,724.2493273,3.694534929e-06,2383647.449,8.806468759,8.875130736,0.06866210519,-1.282964366e-07
144240,1.2,49.99591667,323.1459167,0.04999041667,49.64132506,322.7913251,0.0563594723,724.253791,3.69025015e-06,2383646.473,8.796251753,8.864790083,0.06853830955,2.045126202e-08
144300,1.2,49.99591667,323.1459167,0.04999041667,49.64173796,322.791738,0.05635205091,724.258247,3.685972853e-06,2383645.498,8.786052598,8.85446758,0.06841502473,-4.286329158e-08
144360,1.2,49.99591667,323.1459167,0.04999041667,49.64215014,322.7921501,0.05634464255,724.2626952,3.681703011e-06,2383644.526,8.775871226,8.844163134,0.06829187038,3.706734297e-08
144420,1.2,49.99591667,323.1459167,0.04999041667,49.6425616,322.7925616,0.05633724719,724.2671356,3.677440611e-06,2383643.555,8.765707609,8.833876738,0.06816922679,-9.784091581e-08
144480,1.2,49.99591667,323.1459167,0.04999041667,49.64297233,322.7929723,0.05632986481,724.2715683,3.673185638e-06,2383642.585,8.75556171,8.823608326,0.06804671365,-9.770053389e-08
144540,1.2,49.99591667,323.1459167,0.04999041667,49.64338235,322.7933824,0.05632249536,724.2759933,3.668938069e-06,2383641.618,8.745433475,8.813357897,0.06792445771,-3.53530023e-08
144600,1.2,49.99591667,323.1459167,0.04999041667,49.64379165,322.7937917,0.05631513884,724.2804106,3.664697897e-06,2383640.652,8.735322883,8.803125375,0.0678025857,-9.417508551e-08
144660,1.2,49.99591667,323.1459167,0.04999041667,49.64420024,322.7942002,0.0563077952,724.2848202,3.660465098e-06,2383639.687,8.725229882,8.792910721,0.0676808441,-4.909244566e-09
144720,1.2,49.99591667,323.1459167,0.04999041667,49.64460811,322.7946081,0.05630046441,724.2892222,3.656239655e-06,2383638.725,8.71515443,8.78271392,0.06755961316,-1.227102864e-07
144780,1.2,49.99591667,323.1459167,0.04999041667,49.64501527,322.7950153,0.05629314645,724.2936166,3.652021557e-06,2383637.764,8.705096498,8.772534897,0.06743838583,1.333585153e-08
144840,1.2,49.99591667,323.1459167,0.04999041667,49.64542172,322.7954217,0.05628584128,724.2980033,3.647810779e-06,2383636.805,8.695056029,8.762373632,0.06731754236,6.054525237e-08
144900,1.2,49.99591667,323.1459167,0.04999041667,49.64582746,322.7958275,0.05627854888,724.3023824,3.643607317e-06,2383635.847,8.685033013,8.752230099,0.06719708275,3.321122932e-09
144960,1.2,49.99591667,323.1459167,0.04999041667,49.6462325,322.7962325,0.05627126922,724.3067539,3.63941114e-06,2383634.891,8.675027378,8.742104224,0.06707688021,-3.361761358e-08
145020,1.2,49.99591667,323.1459167,0.04999041667,49.64663683,322.7966368,0.05626400228,724.3111178,3.635222246e-06,2383633.937,8.665039115,8.731995985,0.06695693473,-6.531444718e-08
145080,1.2,49.99591667,323.1459167,0.04999041667,49.64704045,322.7970405,0.05625674801,724.3154742,3.631040605e-06,2383632.985,8.655068155,8.721905356,0.06683724629,-4.564845213e-08
145140,1.2,49.99591667,323.1459167,0.04999041667,49.64744338,322.7974434,0.0562495064,724.3198231,3.626866213e-06,2383632.034,8.645114488,8.711832275,0.06671768812,9.865854089e-08
145200,1.2,49.99591667,323.1459167,0.04999041667,49.6478456,322.7978456,0.05624227741,724.3241644,3.622699049e-06,2383631.084,8.635178063,8.701776723,0.06659864047,1.92384455e-08
145260,1.2,49.99591667,323.1459167,0.04999041667,49.64824712,322.7982471,0.05623506101,724.3284982,3.618539088e-06,2383630.137,8.625258821,8.691738637,0.0664798498,-3.294168316e-08
145320,1.2,49.99591667,323.1459167,0.04999041667,49.64864795,322.7986479,0.05622785719,724.3328245,3.614386329e-06,2383629.191,8.61535676,8.681717986,0.06636118936,3.721158137e-08
145380,1.2,49.99591667,323.1459167,0.04999041667,49.64904808,322.7990481,0.0562206659,724.3371434,3.610240744e-06,2383628.247,8.605471814,8.67171475,0.06624291263,2.320011028e-08
145440,1.2,49.99591667,323.1459167,0.04999041667,49.64944751,322.7994475,0.05621348712,724.3414548,3.606102323e-06,2383627.304,8.595603957,8.661728853,0.06612489284,3.162346829e-09
145500,1.2,49.99591667,323.1459167,0.04999041667,49.64984626,322.7998463,0.05620632082,724.3457588,3.601971049e-06,2383626.363,8.585753151,8.651760288,0.06600712998,6.853296597e-09
145560,1.2,49.99591667,323.1459167,0.04999041667,49.65024431,322.8002443,0.05619916698,724.3500553,3.597846905e-06,2383625.423,8.575919352,8.641808998,0.06588962402,2.150422063e-08
145620,1.2,49.99591667,323.1459167,0.04999041667,49.65064167,322.8006417,0.05619202556,724.3543445,3.593729873e-06,2383624.486,8.56610252,8.631874955,0.06577237496,5.957782712e-08
145680,1.2,49.99591667,323.1459167,0.04999041667,49.65103834,322.8010383,0.05618489653,724.3586262,3.589619941e-06,2383623.55,8.556302625,8.621958114,0.06565538277,1.070943174e-07
145740,1.2,49.99591667,323.1459167,0.04999041667,49.65143433,322.8014343,0.05617777988,724.3629006,3.585517091e-06,2383622.615,8.546519625,8.612058446,0.06553890093,-8.052080247e-08
145800,1.2,49.99591667,323.1459167,0.04999041667,49.65182963,322.8018296,0.05617067556,724.3671676,3.581421306e-06,2383621.682,8.536753478,8.602175895,0.06542229571,1.220745371e-07
145860,1.2,49.99591667,323.1459167,0.04999041667,49.65222425,322.8022242,0.05616358357,724.3714273,3.577332578e-06,2383620.751,8.527004165,8.592310439,0.06530632754,-5.263683533e-08
145920,1.2,49.99591667,323.1459167,0.04999041667,49.65261819,322.8026182,0.05615650386,724.3756797,3.573250882e-06,2383619.821,8.517271628,8.58246204,0.06519036271,4.978069335e-08
145980,1.2,49.99591667,323.1459167,0.04999041667,49.65301144,322.8030114,0.0561494364,724.3799248,3.569176201e-06,2383618.893,8.507555825,8.572630631,0.06507478141,2.412985012e-08
146040,1.2,49.99591667,323.1459167,0.04999041667,49.65340402,322.803404,0.05614238118,724.3841625,3.565108531e-06,2383617.967,8.497856747,8.562816202,0.06495945689,-1.272379535e-09
146100,1.2,49.99591667,323.1459167,0.04999041667,49.65379592,322.8037959,0.05613533816,724.388393,3.561047842e-06,2383617.042,8.488174323,8.553018727,0.06484438914,1.424341178e-08
146160,1.2,49.99591667,323.1459167,0.04999041667,49.65418714,322.8041871,0.05612830731,724.3926163,3.55699413e-06,2383616.118,8.478508542,8.54323814,0.06472957813,1.932751914e-08
146220,1.2,49.99591667,323.1459167,0.04999041667,49.65457769,322.8045777,0.05612128862,724.3968323,3.552947378e-06,2383615.197,8.468859362,8.533474402,0.0646151506,-1.102695535e-07
146280,1.2,49.99591667,323.1459167,0.04999041667,49.65496757,322.8049676,0.05611428204,724.4010411,3.548907563e-06,2383614.277,8.459226733,8.52372748,0.06450085305,-1.055100114e-07
146340,1.2,49.99591667,323.1459167,0.04999041667,49.65535677,322.8053568,0.05610728756,724.4052426,3.544874672e-06,2383613.358,8.449610621,8.513997354,0.06438668547,4.700872047e-08
146400,1.2,49.99591667,323.1459167,0.04999041667,49.65574531,322.8057453,0.05610030515,724.409437,3.5408487e-06,2383612.441,8.440011013,8.504283986,0.06427302805,-5.530914038e-08
146460,1.2,49.99591667,323.1459167,0.04999041667,49.65613317,322.8061332,0.05609333477,724.4136242,3.536829616e-06,2383611.526,8.430427838,8.494587328,0.06415962729,-1.367739095e-07
146520,1.2,49.99591667,323.1459167,0.04999041667,49.65652037,322.8065204,0.0560863764,724.4178042,3.532817414e-06,2383610.612,8.420861078,8.484907339,0.06404622974,3.104702628e-08
146580,1.2,49.99591667,323.1459167,0.04999041667,49.65690691,322.8069069,0.05607943003,724.4219771,3.528812077e-06,2383609.7,8.411310694,8.475243966,0.06393334228,-7.106496724e-08
146640,1.2,49.99591667,323.1459167,0.04999041667,49.65729278,322.8072928,0.05607249561,724.4261429,3.524813589e-06,2383608.789,8.40177665,8.465597202,0.06382058473,-3.262088022e-08
146700,1.2,49.99591667,323.1459167,0.04999041667,49.65767799,322.807678,0.05606557312,724.4303015,3.520821935e-06,2383607.88,8.392258909,8.455967008,0.06370808379,1.483304679e-08
146760,1.2,49.99591667,323.1459167,0.04999041667,49.65806253,322.8080625,0.05605866253,724.4344531,3.516837101e-06,2383606.972,8.382757435,8.446353313,0.06359596617,-8.787406003e-08
146820,1.2,49.99591667,323.1459167,0.04999041667,49.65844642,322.8084464,0.05605176383,724.4385976,3.512859071e-06,2383606.066,8.373272192,8.436756123,0.06348397841,-4.730320669e-08
146880,1.2,49.99591667,323.1459167,0.04999041667,49.65882965,322.8088297,0.05604487698,724.442735,3.508887829e-06,2383605.162,8.363803143,8.427175397,0.06337237393,-1.198867814e-07
146940,1.2,49.99591667,323.1459167,0.04999041667,49.65921222,322.8092122,0.05603800195,724.4468653,3.504923361e-06,2383604.259,8.354350252,8.417611077,0.06326089929,-7.445161643e-08
147000,1.2,49.99591667,323.1459167,0.04999041667,49.65959414,322.8095941,0.05603113872,724.4509886,3.500965652e-06,2383603.358,8.344913485,8.408063125,0.06314968119,-4.146744992e-08
147060,1.2,49.99591667,323.1459167,0.04999041667,49.65997541,322.8099754,0.05602428727,724.4551049,3.497014687e-06,2383602.458,8.335492805,8.3985315,0.06303859291,1.026896044e-07
147120,1.2,49.99591667,323.1459167,0.04999041667,49.66035602,322.810356,0.05601744756,724.4592142,3.493070451e-06,2383601.56,8.326088176,8.389016211,0.06292801455,1.999347887e-08
147180,1.2,49.99591667,323.1459167,0.04999041667,49.66073598,322.810736,0.05601061957,724.4633165,3.489132929e-06,2383600.663,8.316699564,8.379517165,0.06281769269,-9.098560483e-08
147240,1.2,49.99591667,323.1459167,0.04999041667,49.66111529,322.8111153,0.05600380327,724.4674119,3.485202106e-06,2383599.768,8.307326932,8.370034363,0.0627075006,-6.917559503e-08
147300,1.2,49.99591667,323.1459167,0.04999041667,49.66149396,322.811494,0.05599699865,724.4715003,3.481277968e-06,2383598.874,8.297970245,8.360567765,0.06259743827,8.145357455e-08
147360,1.2,49.99591667,323.1459167,0.04999041667,49.66187197,322.811872,0.05599020566,724.4755817,3.477360499e-06,2383597.982,8.288629468,8.351117312,0.06248801251,-1.689488389e-07
147420,1.2,49.99591667,323.1459167,0.04999041667,49.66224935,322.8122493,0.05598342429,724.4796562,3.473449685e-06,2383597.092,8.279304566,8.341682993,0.06237833636,9.04330193e-08
147480,1.2,49.99591667,323.1459167,0.04999041667,49.66262608,322.8126261,0.05597665452,724.4837238,3.469545511e-06,2383596.202,8.269995504,8.332264764,0.06226929675,-3.669946302e-08
147540,1.2,49.99591667,323.1459167,0.04999041667,49.66300216,322.8130022,0.0559698963,724.4877845,3.465647963e-06,2383595.315,8.260702247,8.322862567,0.06216038684,-6.687569787e-08
147600,1.2,49.99591667,323.1459167,0.04999041667,49.66337761,322.8133776,0.05596314963,724.4918383,3.461757025e-06,2383594.429,8.25142476,8.313476404,0.06205173332,-8.872421553e-08
147660,1.2,49.99591667,323.1459167,0.04999041667,49.66375242,322.8137524,0.05595641446,724.4958853,3.457872684e-06,2383593.544,8.242163007,8.304106221,0.06194308279,1.303454944e-07
147720,1.2,49.99591667,323.1459167,0.04999041667,49.66412659,322.8141266,0.05594969079,724.4999254,3.453994925e-06,2383592.661,8.232916956,8.294751988,0.06183506872,-3.63464423e-08
147780,1.2,49.99591667,323.1459167,0.04999041667,49.66450012,322.8145001,0.05594297858,724.5039586,3.450123733e-06,2383591.78,8.22368657,8.285413653,0.0617270576,2.507343844e-08
147840,1.2,49.99591667,323.1459167,0.04999041667,49.66487302,322.814873,0.0559362778,724.5079851,3.446259095e-06,2383590.9,8.214471816,8.276091222,0.06161942952,-2.290612677e-08
147900,1.2,49.99591667,323.1459167,0.04999041667,49.66524528,322.8152453,0.05592958843,724.5120047,3.442400994e-06,2383590.021,8.205272658,8.266784624,0.06151193107,3.490782241e-08
147960,1.2,49.99591667,323.1459167,0.04999041667,49.66561691,322.8156169,0.05592291045,724.5160176,3.438549418e-06,2383589.144,8.196089064,8.257493826,0.06140481562,-5.375305889e-08
148020,1.2,49.99591667,323.1459167,0.04999041667,49.66598791,322.8159879,0.05591624383,724.5200236,3.434704351e-06,2383588.269,8.186920997,8.248218793,0.06129782977,-3.370399071e-08
148080,1.2,49.99591667,323.1459167,0.04999041667,49.66635829,322.8163583,0.05590958855,724.524023,3.43086578e-06,2383587.394,8.177768425,8.238959498,0.0611911002,-2.749543704e-08
148140,1.2,49.99591667,323.1459167,0.04999041667,49.66672803,322.816728,0.05590294458,724.5280155,3.42703369e-06,2383586.522,8.168631314,8.229715912,0.06108462691,-2.881961692e-08
148200,1.2,49.99591667,323.1459167,0.04999041667,49.66709715,322.8170971,0.05589631189,724.5320014,3.423208067e-06,2383585.651,8.159509628,8.22048799,0.06097828318,7.882163366e-08
148260,1.2,49.99591667,323.1459167,0.04999041667,49.66746564,322.8174656,0.05588969046,724.5359805,3.419388897e-06,2383584.781,8.150403335,8.211275684,0.06087232238,2.5678494e-08
148320,1.2,49.99591667,323.1459167,0.04999041667,49.66783351,322.8178335,0.05588308027,724.5399529,3.415576165e-06,2383583.913,8.141312401,8.202079005,0.0607666178,-1.373354408e-08
148380,1.2,49.99591667,323.1459167,0.04999041667,49.66820075,322.8182008,0.05587648129,724.5439186,3.41176986e-06,2383583.046,8.132236795,8.192897858,0.06066104276,2.062377824e-08
148440,1.2,49.99591667,323.1459167,0.04999041667,49.66856738,322.8185674,0.05586989349,724.5478777,3.407969962e-06,2383582.181,8.123176475,8.183732259,0.06055572391,6.035767441e-08
148500,1.2,49.99591667,323.1459167,0.04999041667,49.66893338,322.8189334,0.05586331685,724.5518301,3.404176459e-06,2383581.317,8.114131409,8.174582148,0.06045078794,-4.92954495e-08
148560,1.2,49.99591667,323.1459167,0.04999041667,49.66929877,322.8192988,0.05585675135,724.5557758,3.400389344e-06,2383580.455,8.10510158,8.165447516,0.06034598146,-4.569269407e-08
148620,1.2,49.99591667,323.1459167,0.04999041667,49.66966353,322.8196635,0.05585019697,724.5597149,3.396608594e-06,2383579.594,8.096086934,8.156328293,0.06024130445,5.41184626e-08
148680,1.2,49.99591667,323.1459167,0.04999041667,49.67002769,322.8200277,0.05584365366,724.5636474,3.392834199e-06,2383578.735,8.087087447,8.147224477,0.06013701028,2.00107344e-08
148740,1.2,49.99591667,323.1459167,0.04999041667,49.67039123,322.8203912,0.05583712143,724.5675734,3.389066145e-06,2383577.877,8.078103085,8.138136012,0.06003297224,-4.51555735e-08
148800,1.2,49.99591667,323.1459167,0.04999041667,49.67075415,322.8207542,0.05583060023,724.5714927,3.385304417e-06,2383577.02,8.069133815,8.129062895,0.05992919032,-1.103142235e-07
148860,1.2,49.99591667,323.1459167,0.04999041667,49.67111647,322.8211165,0.05582409004,724.5754054,3.381549002e-06,2383576.165,8.060179603,8.120005035,0.05982553783,-1.059787529e-07
148920,1.2,49.99591667,323.1459167,0.04999041667,49.67147817,322.8214782,0.05581759085,724.5793116,3.377799887e-06,2383575.312,8.051240417,8.11096246,0.05972201476,2.827043311e-08
148980,1.2,49.99591667,323.1459167,0.04999041667,49.67183926,322.8218393,0.05581110262,724.5832113,3.374057057e-06,2383574.459,8.042316224,8.101935088,0.05961900113,-1.376488985e-07
149040,1.2,49.99591667,323.1459167,0.04999041667,49.67219975,322.8221997,0.05580462533,724.5871044,3.370320498e-06,2383573.609,8.033406992,8.09292292,0.05951586354,6.518379791e-08
149100,1.2,49.99591667,323.1459167,0.04999041667,49.67255963,322.8225596,0.05579815896,724.590991,3.366590198e-06,2383572.759,8.024512687,8.083925908,0.05941323535,-1.396957749e-08
149160,1.2,49.99591667,323.1459167,0.04999041667,49.67291891,322.8229189,0.05579170349,724.5948711,3.362866142e-06,2383571.911,8.015633277,8.07494403,0.05931073654,1.720371401e-08
149220,1.2,49.99591667,323.1459167,0.04999041667,49.67327758,322.8232776,0.05578525888,724.5987447,3.359148316e-06,2383571.065,8.006768729,8.065977243,0.05920862043,-1.065198809e-07
149280,1.2,49.99591667,323.1459167,0.04999041667,49.67363565,322.8236356,0.05577882512,724.6026119,3.355436708e-06,2383570.22,7.997919012,8.057025523,0.05910650699,3.448745289e-09
149340,1.2,49.99591667,323.1459167,0.04999041667,49.67399311,322.8239931,0.05577240219,724.6064726,3.351731305e-06,2383569.376,7.989084096,8.048088821,0.05900464957,7.606850794e-08
149400,1.2,49.99591667,323.1459167,0.04999041667,49.67434998,322.82435,0.05576599005,724.6103268,3.348032091e-06,2383568.534,7.980263943,8.039167116,0.0589031748,-1.988526677e-09
149460,1.2,49.99591667,323.1459167,0.04999041667,49.67470625,322.8247063,0.05575958868,724.6141747,3.344339052e-06,2383567.693,7.97145852,8.030260362,0.05880182935,1.208756384e-08
149520,1.2,49.99591667,323.1459167,0.04999041667,49.67506193,322.8250619,0.05575319806,724.6180161,3.340652178e-06,2383566.854,7.962667801,8.021368522,0.05870073987,-1.959512108e-08
149580,1.2,49.99591667,323.1459167,0.04999041667,49.675417,322.825417,0.05574681818,724.6218511,3.336971453e-06,2383566.016,7.953891752,8.012491603,0.05859990634,-5.615224907e-08
149640,1.2,49.99591667,323.1459167,0.04999041667,49.67577149,322.8257715,0.05574044899,724.6256797,3.333296864e-06,2383565.179,7.945130337,8.003629532,0.05849907543,1.192104957e-07
149700,1.2,49.99591667,323.1459167,0.04999041667,49.67612537,322.8261254,0.05573409049,724.6295019,3.329628402e-06,2383564.344,7.936383538,7.994782309,0.05839888043,-1.090053567e-07
149760,1.2,49.99591667,323.1459167,0.04999041667,49.67647867,322.8264787,0.05572774264,724.6333178,3.325966047e-06,2383563.51,7.927651306,7.985949886,0.05829856137,1.84881559e-08
149820,1.2,49.99591667,323.1459167,0.04999041667,49.67683138,322.8268314,0.05572140543,724.6371273,3.322309789e-06,2383562.678,7.918933618,7.977132212,0.05819862488,-3.004332338e-08
149880,1.2,49.99591667,323.1459167,0.04999041667,49.6771835,322.8271835,0.05571507883,724.6409305,3.318659615e-06,2383561.847,7.91023044,7.968329276,0.05809881762,1.774695502e-08
149940,1.2,49.99591667,323.1459167,0.04999041667,49.67753503,322.827535,0.05570876282,724.6447274,3.315015511e-06,2383561.017,7.901541743,7.959541038,0.05799939291,-9.786342581e-08
150000,1.2,49.99591667,323.1459167,0.04999041667,49.67788597,322.827886,0.05570245737,724.648518,3.311377464e-06,2383560.189,7.892867494,7.950767478,0.0579000974,-1.132469869e-07
150060,1.2,49.99591667,323.1459167,0.04999041667,49.67823632,322.8282363,0.05569616246,724.6523023,3.307745461e-06,2383559.362,7.884207662,7.942008573,0.0578009311,-2.03542907e-08
150120,1.2,49.99591667,323.1459167,0.04999041667,49.6785861,322.8285861,0.05568987807,724.6560803,3.304119488e-06,2383558.537,7.875562211,7.933264239,0.05770214729,-1.195888615e-07
150180,1.2,49.99591667,323.1459167,0.04999041667,49.67893529,322.8289353,0.05568360418,724.659852,3.300499536e-06,2383557.713,7.866931125,7.924534487,0.05760349267,-1.306831878e-07
150240,1.2,49.99591667,323.1459167,0.04999041667,49.67928389,322.8292839,0.05567734076,724.6636175,3.296885587e-06,2383556.89,7.858314356,7.915819307,0.05750496722,-1.651681281e-08
150300,1.2,49.99591667,323.1459167,0.04999041667,49.67963192,322.8296319,0.05567108778,724.6673768,3.29327763e-06,2383556.069,7.849711881,7.907118614,0.05740669758,3.623150047e-08
150360,1.2,49.99591667,323.1459167,0.04999041667,49.67997937,322.8299794,0.05566484524,724.6711298,3.289675652e-06,2383555.249,7.841123667,7.898432416,0.05730868373,6.511606099e-08
150420,1.2,49.99591667,323.1459167,0.04999041667,49.68032624,322.8303262,0.0556586131,724.6748766,3.28607964e-06,2383554.43,7.832549684,7.889760656,0.05721105232,-8.063978285e-08
150480,1.2,49.99591667,323.1459167,0.04999041667,49.68067253,322.8306725,0.05565239134,724.6786172,3.282489582e-06,2383553.613,7.823989902,7.881103304,0.05711342339,-2.093524554e-08
150540,1.2,49.99591667,323.1459167,0.04999041667,49.68101825,322.8310183,0.05564617994,724.6823517,3.278905464e-06,2383552.797,7.815444289,7.872460366,0.05701617687,-9.967600079e-08
150600,1.2,49.99591667,323.1459167,0.04999041667,49.6813634,322.8313634,0.05563997888,724.6860799,3.275327273e-06,2383551.982,7.806912815,7.863831756,0.05691905946,-1.18800668e-07
150660,1.2,49.99591667,323.1459167,0.04999041667,49.68170797,322.831708,0.05563378813,724.689802,3.271754999e-06,2383551.169,7.798395452,7.855217494,0.05682219778,-1.559763003e-07
150720,1.2,49.99591667,323.1459167,0.04999041667,49.68205197,322.832052,0.05562760767,724.693518,3.268188623e-06,2383550.357,7.789892159,7.846617495,0.05672533854,-2.959326117e-09
150780,1.2,49.99591667,323.1459167,0.04999041667,49.6823954,322.8323954,0.05562143748,724.6972278,3.264628141e-06,2383549.547,7.781402925,7.838031785,0.05662886166,-1.790103177e-09
150840,1.2,49.99591667,323.1459167,0.04999041667,49.68273825,322.8327383,0.05561527754,724.7009315,3.261073533e-06,2383548.738,7.772927702,7.829460297,0.05653251385,8.091867354e-08
150900,1.2,49.99591667,323.1459167,0.04999041667,49.68308055,322.8330805,0.05560912783,724.7046291,3.257524789e-06,2383547.93,7.764466468,7.820903006,0.05643654837,-1.015933648e-08
