time_s,oven_temperature_c,surface_temperature_c,heat_flux_into_herb_w_m2,oven_moisture_kg_kg,surface_moisture_kg_kg,moisture_ratio_flux_out_m_s,moisture_mass_flux_out_kg_m2_s
880,35.39666667,31.62931694,94.18374317,0.02644,1.7618737,1.38834696e-06,0.001138444507
881,35.40303333,31.63437607,94.2164315,0.026448,1.761511932,1.388051146e-06,0.00113820194
882,35.4094,31.63943568,94.24910811,0.026456,1.761150452,1.387755562e-06,0.001137959561
883,35.41576667,31.64449574,94.28177308,0.026464,1.76078926,1.387460208e-06,0.001137717371
884,35.42213333,31.64955628,94.31442646,0.026472,1.760428355,1.387165084e-06,0.001137475369
885,35.4285,31.65461727,94.34706827,0.02648,1.760067737,1.386870189e-06,0.001137233555
886,35.43486667,31.65967872,94.37969856,0.026488,1.759707404,1.386575524e-06,0.001136991929
887,35.44123333,31.66474064,94.41231735,0.026496,1.759347358,1.386281086e-06,0.001136750491
888,35.4476,31.66980301,94.44492464,0.026504,1.758987596,1.385986877e-06,0.001136509239
889,35.45396667,31.67486585,94.47752045,0.026512,1.75862812,1.385692896e-06,0.001136268175
890,35.46033333,31.67992914,94.51010477,0.02652,1.758268927,1.385399142e-06,0.001136027296
891,35.4667,31.6849929,94.5426776,0.026528,1.757910019,1.385105615e-06,0.001135786604
892,35.47306667,31.69005711,94.57523892,0.026536,1.757551393,1.384812314e-06,0.001135546098
893,35.47943333,31.69512179,94.60778871,0.026544,1.75719305,1.38451924e-06,0.001135305777
894,35.4858,31.70018692,94.64032694,0.026552,1.75683499,1.384226392e-06,0.001135065641
895,35.49216667,31.70525252,94.67285359,0.02656,1.756477211,1.383933769e-06,0.00113482569
896,35.49853333,31.71031859,94.70536863,0.026568,1.756119713,1.383641371e-06,0.001134585924
897,35.5049,31.71538512,94.73787201,0.026576,1.755762497,1.383349197e-06,0.001134346342
898,35.51126667,31.72045212,94.7703637,0.026584,1.75540556,1.383057248e-06,0.001134106944
899,35.51763333,31.72551959,94.80284364,0.026592,1.755048904,1.382765523e-06,0.001133867729
900,35.524,31.73058753,94.8353118,0.0266,1.754692527,1.382474021e-06,0.001133628697
901,35.53345,31.73572307,94.94317318,0.0266045,1.754336395,1.382185516e-06,0.001133392123
902,35.5429,31.74091127,95.04971833,0.026609,1.753980515,1.381897212e-06,0.001133155714
903,35.55235,31.74613396,95.15540105,0.0266135,1.753624897,1.381609118e-06,0.001132919476
904,35.5618,31.75138438,95.26039052,0.026618,1.753269542,1.381321234e-06,0.001132683412
905,35.57125,31.75665862,95.36478447,0.0266225,1.752914453,1.381033563e-06,0.001132447521
906,35.5807,31.76195404,95.46864888,0.026627,1.75255963,1.380746104e-06,0.001132211805
907,35.59015,31.76726871,95.57203215,0.0266315,1.752205073,1.380458858e-06,0.001131976264
908,35.5996,31.77260113,95.67497179,0.026636,1.751850783,1.380171826e-06,0.001131740898
909,35.60905,31.77795008,95.77749792,0.0266405,1.75149676,1.379885008e-06,0.001131505707
910,35.6185,31.78331458,95.87963546,0.026645,1.751143004,1.379598403e-06,0.00113127069
911,35.62795,31.78869378,95.98140546,0.0266495,1.750789514,1.379312011e-06,0.001131035849
912,35.6374,31.79408696,96.08282599,0.026654,1.750436292,1.379025833e-06,0.001130801183
913,35.64685,31.79949349,96.18391277,0.0266585,1.750083336,1.378739869e-06,0.001130566692
914,35.6563,31.80491281,96.28467968,0.026663,1.749730646,1.378454117e-06,0.001130332376
915,35.66575,31.81034444,96.38513904,0.0266675,1.749378223,1.378168578e-06,0.001130098234
916,35.6752,31.81578792,96.48530191,0.026672,1.749026065,1.377883252e-06,0.001129864267
917,35.68465,31.82124287,96.58517829,0.0266765,1.748674174,1.377598139e-06,0.001129630474
918,35.6941,31.82670891,96.68477725,0.026681,1.748322547,1.377313238e-06,0.001129396855
919,35.70355,31.83218572,96.7841071,0.0266855,1.747971186,1.377028549e-06,0.00112916341
920,35.713,31.83767298,96.88317546,0.02669,1.74762009,1.376744072e-06,0.001128930139
921,35.72245,31.84317043,96.98198937,0.0266945,1.747269258,1.376459806e-06,0.001128697041
922,35.7319,31.84867779,97.08055534,0.026699,1.74691869,1.376175752e-06,0.001128464117
923,35.74135,31.85419482,97.17887944,0.0267035,1.746568386,1.375891909e-06,0.001128231365
924,35.7508,31.85972131,97.27696731,0.026708,1.746218346,1.375608277e-06,0.001127998787
925,35.76025,31.86525703,97.37482424,0.0267125,1.745868569,1.375324855e-06,0.001127766381
926,35.7697,31.87080179,97.47245518,0.026717,1.745519054,1.375041643e-06,0.001127534148
927,35.77915,31.87635541,97.56986479,0.0267215,1.745169802,1.374758642e-06,0.001127302086
928,35.7886,31.8819177,97.66705747,0.026726,1.744820813,1.37447585e-06,0.001127070197
929,35.79805,31.88748851,97.76403736,0.0267305,1.744472084,1.374193268e-06,0.001126838479
930,35.8075,31.89306766,97.86080839,0.026735,1.744123618,1.373910894e-06,0.001126606933
931,35.81695,31.89865503,97.95737428,0.0267395,1.743775412,1.37362873e-06,0.001126375558
932,35.8264,31.90425046,98.05373856,0.026744,1.743427467,1.373346774e-06,0.001126144354
933,35.83585,31.90985382,98.14990459,0.0267485,1.743079782,1.373065026e-06,0.001125913321
934,35.8453,31.91546498,98.24587557,0.026753,1.742732357,1.372783486e-06,0.001125682458
935,35.85475,31.92108382,98.34165457,0.0267575,1.742385192,1.372502153e-06,0.001125451766
936,35.8642,31.92671022,98.43724449,0.026762,1.742038285,1.372221028e-06,0.001125221243
937,35.87365,31.93234407,98.53264813,0.0267665,1.741691638,1.37194011e-06,0.00112499089
938,35.8831,31.93798527,98.62786816,0.026771,1.741345249,1.371659399e-06,0.001124760707
939,35.89255,31.94363371,98.72290714,0.0267755,1.740999118,1.371378894e-06,0.001124530693
940,35.902,31.9492893,98.81776754,0.02678,1.740653244,1.371098595e-06,0.001124300848
941,35.91145,31.95495193,98.91245171,0.0267845,1.740307628,1.370818502e-06,0.001124071172
942,35.9209,31.96062152,99.00696192,0.026789,1.739962268,1.370538614e-06,0.001123841664
943,35.93035,31.96629799,99.10130037,0.0267935,1.739617165,1.370258932e-06,0.001123612324
944,35.9398,31.97198123,99.19546916,0.026798,1.739272318,1.369979454e-06,0.001123383153
945,35.94925,31.97767119,99.28947031,0.0268025,1.738927726,1.369700181e-06,0.001123154149
946,35.9587,31.98336777,99.38330579,0.026807,1.73858339,1.369421112e-06,0.001122925312
947,35.96815,31.9890709,99.47697749,0.0268115,1.738239309,1.369142247e-06,0.001122696643
948,35.9776,31.99478051,99.57048725,0.026816,1.737895483,1.368863586e-06,0.001122468141
949,35.98705,32.00049653,99.66383682,0.0268205,1.73755191,1.368585128e-06,0.001122239805
950,35.9965,32.00621888,99.75702791,0.026825,1.737208591,1.368306873e-06,0.001122011636
951,36.00595,32.01194751,99.85006219,0.0268295,1.736865526,1.368028821e-06,0.001121783633
952,36.0154,32.01768235,99.94294127,0.026834,1.736522713,1.367750971e-06,0.001121555796
953,36.02485,32.02342333,100.0356667,0.0268385,1.736180154,1.367473323e-06,0.001121328125
954,36.0343,32.0291704,100.12824,0.026843,1.735837846,1.367195877e-06,0.001121100619
955,36.04375,32.0349235,100.2206626,0.0268475,1.73549579,1.366918632e-06,0.001120873278
956,36.0532,32.04068256,100.3129359,0.026852,1.735153985,1.366641588e-06,0.001120646102
957,36.06265,32.04644755,100.4050614,0.0268565,1.734812432,1.366364746e-06,0.001120419091
958,36.0721,32.05221839,100.4970403,0.026861,1.734471129,1.366088103e-06,0.001120192245
959,36.08155,32.05799504,100.588874,0.0268655,1.734130077,1.365811661e-06,0.001119965562
960,36.091,32.06377745,100.6805638,0.02687,1.733789274,1.365535419e-06,0.001119739044
961,36.09538333,32.06945525,100.648202,0.0268775,1.73344875,1.365257e-06,0.00111951074
962,36.09976667,32.07505299,100.617842,0.026885,1.733108497,1.364978798e-06,0.001119282614
963,36.10415,32.08060043,100.5887393,0.0268925,1.732768508,1.364700806e-06,0.001119054661
964,36.10853333,32.08610866,100.5606168,0.0269,1.732428778,1.364423022e-06,0.001118826878
965,36.11291667,32.09158407,100.533315,0.0269075,1.732089307,1.364145445e-06,0.001118599265
966,36.1173,32.09703094,100.5067265,0.026915,1.731750092,1.363868074e-06,0.00111837182
967,36.12168333,32.10245243,100.4807726,0.0269225,1.731411133,1.363590906e-06,0.001118144543
968,36.12606667,32.10785096,100.4553928,0.02693,1.731072428,1.363313942e-06,0.001117917432
969,36.13045,32.11322847,100.4305383,0.0269375,1.730733976,1.363037181e-06,0.001117690488
970,36.13483333,32.11858657,100.4061691,0.026945,1.730395777,1.362760622e-06,0.00111746371
971,36.13921667,32.12392661,100.3822514,0.0269525,1.73005783,1.362484264e-06,0.001117237097
972,36.1436,32.12924974,100.3587565,0.02696,1.729720135,1.362208108e-06,0.001117010648
973,36.14798333,32.13455696,100.3356593,0.0269675,1.72938269,1.361932152e-06,0.001116784365
974,36.15236667,32.13984916,100.3129377,0.026975,1.729045495,1.361656396e-06,0.001116558245
975,36.15675,32.14512711,100.2905723,0.0269825,1.728708549,1.36138084e-06,0.001116332288
976,36.16113333,32.15039151,100.2685457,0.02699,1.728371853,1.361105482e-06,0.001116106495
977,36.16551667,32.15564298,100.2468421,0.0269975,1.728035405,1.360830324e-06,0.001115880865
978,36.1699,32.16088211,100.2254473,0.027005,1.727699204,1.360555363e-06,0.001115655398
979,36.17428333,32.16610939,100.2043485,0.0270125,1.727363251,1.360280601e-06,0.001115430092
980,36.17866667,32.17132532,100.1835337,0.02702,1.727027544,1.360006035e-06,0.001115204949
981,36.18305,32.17653032,100.162992,0.0270275,1.726692084,1.359731667e-06,0.001114979967
982,36.18743333,32.1817248,100.1427133,0.027035,1.72635687,1.359457496e-06,0.001114755146
983,36.19181667,32.18690913,100.1226884,0.0270425,1.726021901,1.35918352e-06,0.001114530487
984,36.1962,32.19208366,100.1029085,0.02705,1.725687176,1.358909741e-06,0.001114305988
985,36.20058333,32.19724871,100.0833656,0.0270575,1.725352696,1.358636157e-06,0.001114081649
986,36.20496667,32.20240458,100.0640521,0.027065,1.72501846,1.358362768e-06,0.00111385747
987,36.20935,32.20755156,100.0449609,0.0270725,1.724684468,1.358089574e-06,0.001113633451
988,36.21373333,32.21268992,100.0260854,0.02708,1.724350718,1.357816575e-06,0.001113409591
989,36.21811667,32.2178199,100.0074192,0.0270875,1.724017212,1.357543769e-06,0.001113185891
990,36.2225,32.22294174,99.98895653,0.027095,1.723683947,1.357271157e-06,0.001112962349
991,36.22688333,32.22805566,99.97069171,0.0271025,1.723350924,1.356998739e-06,0.001112738966
992,36.23126667,32.23316189,99.95261947,0.02711,1.723018142,1.356726514e-06,0.001112515741
993,36.23565,32.23826061,99.93473478,0.0271175,1.722685601,1.356454481e-06,0.001112292674
994,36.24003333,32.24335202,99.91703287,0.027125,1.722353301,1.356182641e-06,0.001112069765
995,36.24441667,32.2484363,99.8995092,0.0271325,1.722021241,1.355910993e-06,0.001111847014
996,36.2488,32.25351362,99.88215943,0.02714,1.72168942,1.355639536e-06,0.001111624419
997,36.25318333,32.25858416,99.86497945,0.0271475,1.721357838,1.355368271e-06,0.001111401982
998,36.25756667,32.26364805,99.84796532,0.027155,1.721026496,1.355097197e-06,0.001111179701
999,36.26195,32.26870547,99.83111326,0.0271625,1.720695391,1.354826313e-06,0.001110957577
1000,36.26633333,32.27375655,99.81441966,0.02717,1.720364525,1.35455562e-06,0.001110735608
1001,36.27071667,32.27880142,99.79788108,0.0271775,1.720033896,1.354285117e-06,0.001110513796
1002,36.2751,32.28384023,99.78149418,0.027185,1.719703505,1.354014804e-06,0.001110292139
1003,36.27948333,32.2888731,99.7652558,0.0271925,1.71937335,1.35374468e-06,0.001110070638
1004,36.28386667,32.29390015,99.74916286,0.0272,1.719043432,1.353474746e-06,0.001109849291
1005,36.28825,32.2989215,99.73321243,0.0272075,1.71871375,1.353205e-06,0.0011096281
1006,36.29263333,32.30393727,99.71740168,0.027215,1.718384303,1.352935442e-06,0.001109407063
1007,36.29701667,32.30894755,99.70172787,0.0272225,1.718055091,1.352666073e-06,0.00110918618
1008,36.3014,32.31395247,99.68618837,0.02723,1.717726115,1.352396892e-06,0.001108965451
1009,36.30578333,32.31895211,99.67078064,0.0272375,1.717397373,1.352127898e-06,0.001108744877
1010,36.31016667,32.32394658,99.65550224,0.027245,1.717068865,1.351859092e-06,0.001108524455
1011,36.31455,32.32893597,99.6403508,0.0272525,1.71674059,1.351590472e-06,0.001108304187
1012,36.31893333,32.33392037,99.62532401,0.02726,1.716412549,1.351322039e-06,0.001108084072
1013,36.32331667,32.33889988,99.61041968,0.0272675,1.716084741,1.351053793e-06,0.00110786411
1014,36.3277,32.34387457,99.59563566,0.027275,1.715757166,1.350785733e-06,0.001107644301
1015,36.33208333,32.34884454,99.58096987,0.0272825,1.715429822,1.350517858e-06,0.001107424643
1016,36.33646667,32.35380985,99.56642029,0.02729,1.715102711,1.350250169e-06,0.001107205138
1017,36.34085,32.3587706,99.55198499,0.0272975,1.714775831,1.349982665e-06,0.001106985785
1018,36.34523333,32.36372685,99.53766206,0.027305,1.714449182,1.349715345e-06,0.001106766583
1019,36.34961667,32.36867868,99.52344967,0.0273125,1.714122763,1.349448211e-06,0.001106547533
1020,36.354,32.37362616,99.50934603,0.02732,1.713796575,1.34918126e-06,0.001106328633
1021,36.36588333,32.37873265,99.67876712,0.02733016667,1.713470643,1.348912381e-06,0.001106108153
1022,36.37776667,32.38396183,99.84512085,0.02734033333,1.713144961,1.348643702e-06,0.001105887835
1023,36.38965,32.38926962,100.0095095,0.0273505,1.71281952,1.348375216e-06,0.001105667677
1024,36.40153333,32.3946396,100.1723432,0.02736066667,1.712494319,1.348106922e-06,0.001105447676
1025,36.41341667,32.40006233,100.3338583,0.02737083333,1.712169355,1.347838817e-06,0.00110522783
1026,36.4253,32.40553145,100.4942138,0.027381,1.711844628,1.347570902e-06,0.00110500814
1027,36.43718333,32.41104228,100.6535263,0.02739116667,1.711520135,1.347303175e-06,0.001104788603
1028,36.44906667,32.41659124,100.8118856,0.02740133333,1.711195877,1.347035635e-06,0.001104569221
1029,36.46095,32.42217545,100.9693638,0.0274115,1.710871853,1.346768282e-06,0.001104349991
1030,36.47283333,32.42779252,101.1260203,0.02742166667,1.71054806,1.346501115e-06,0.001104130914
1031,36.48471667,32.43344046,101.2819051,0.02743183333,1.7102245,1.346234134e-06,0.00110391199
1032,36.4966,32.43911755,101.4370612,0.027442,1.709901172,1.345967337e-06,0.001103693217
1033,36.50848333,32.44482231,101.5915256,0.02745216667,1.709578074,1.345700725e-06,0.001103474595
1034,36.52036667,32.45055343,101.745331,0.02746233333,1.709255206,1.345434298e-06,0.001103256124
1035,36.53225,32.45630974,101.8985064,0.0274725,1.708932568,1.345168054e-06,0.001103037804
1036,36.54413333,32.46209023,102.0510777,0.02748266667,1.708610159,1.344901994e-06,0.001102819635
1037,36.55601667,32.46789394,102.2030682,0.02749283333,1.708287978,1.344636116e-06,0.001102601615
1038,36.5679,32.47372004,102.3544991,0.027503,1.707966026,1.344370421e-06,0.001102383745
1039,36.57978333,32.47956775,102.5053896,0.02751316667,1.707644302,1.344104908e-06,0.001102166025
1040,36.59166667,32.48543637,102.6557574,0.02752333333,1.707322804,1.343839577e-06,0.001101948453
1041,36.60355,32.49132525,102.8056188,0.0275335,1.707001534,1.343574427e-06,0.00110173103
1042,36.61543333,32.49723378,102.9549888,0.02754366667,1.70668049,1.343309459e-06,0.001101513756
1043,36.62731667,32.50316142,103.1038812,0.02755383333,1.706359672,1.343044671e-06,0.00110129663
1044,36.6392,32.50910764,103.252309,0.027564,1.706039079,1.342780063e-06,0.001101079652
1045,36.65108333,32.51507196,103.4002843,0.02757416667,1.705718711,1.342515636e-06,0.001100862821
1046,36.66296667,32.52105393,103.5478184,0.02758433333,1.705398568,1.342251388e-06,0.001100646138
1047,36.67485,32.52705312,103.6949219,0.0275945,1.70507865,1.34198732e-06,0.001100429602
1048,36.68673333,32.53306914,103.8416047,0.02760466667,1.704758955,1.34172343e-06,0.001100213213
1049,36.69861667,32.53910162,103.9878763,0.02761483333,1.704439483,1.34145972e-06,0.00109999697
1050,36.7105,32.54515018,104.1337454,0.027625,1.704120235,1.341196188e-06,0.001099780874
1051,36.72238333,32.55121451,104.2792205,0.02763516667,1.703801209,1.340932834e-06,0.001099564924
1052,36.73426667,32.55729429,104.4243095,0.02764533333,1.703482405,1.340669657e-06,0.001099349119
1053,36.74615,32.5633892,104.56902,0.0276555,1.703163823,1.340406659e-06,0.00109913346
1054,36.75803333,32.56949897,104.713359,0.02766566667,1.702845463,1.340143837e-06,0.001098917946
1055,36.76991667,32.57562332,104.8573336,0.02767583333,1.702527324,1.339881193e-06,0.001098702578
1056,36.7818,32.581762,105.00095,0.027686,1.702209406,1.339618725e-06,0.001098487354
1057,36.79368333,32.58791475,105.1442146,0.02769616667,1.701891708,1.339356433e-06,0.001098272275
1058,36.80556667,32.59408134,105.2871333,0.02770633333,1.70157423,1.339094317e-06,0.00109805734
1059,36.81745,32.60026153,105.4297117,0.0277165,1.701256971,1.338832377e-06,0.001097842549
1060,36.82933333,32.60645512,105.5719553,0.02772666667,1.700939932,1.338570612e-06,0.001097627902
1061,36.84121667,32.61266189,105.7138694,0.02773683333,1.700623112,1.338309023e-06,0.001097413399
1062,36.8531,32.61888165,105.8554588,0.027747,1.70030651,1.338047608e-06,0.001097199039
1063,36.86498333,32.62511419,105.9967285,0.02775716667,1.699990127,1.337786368e-06,0.001096984822
1064,36.87686667,32.63135934,106.1376831,0.02776733333,1.699673961,1.337525302e-06,0.001096770748
1065,36.88875,32.63761692,106.2783269,0.0277775,1.699358013,1.33726441e-06,0.001096556816
1066,36.90063333,32.64388676,106.4186644,0.02778766667,1.699042282,1.337003692e-06,0.001096343027
1067,36.91251667,32.65016868,106.5586996,0.02779783333,1.698726767,1.336743147e-06,0.001096129381
1068,36.9244,32.65646254,106.6984365,0.027808,1.698411469,1.336482776e-06,0.001095915876
1069,36.93628333,32.66276817,106.837879,0.02781816667,1.698096388,1.336222577e-06,0.001095702513
1070,36.94816667,32.66908543,106.9770308,0.02782833333,1.697781522,1.335962551e-06,0.001095489292
1071,36.96005,32.67541418,107.1158955,0.0278385,1.697466871,1.335702697e-06,0.001095276211
1072,36.97193333,32.68175427,107.2544766,0.02784866667,1.697152435,1.335443015e-06,0.001095063272
1073,36.98381667,32.68810557,107.3927775,0.02785883333,1.696838214,1.335183505e-06,0.001094850474
1074,36.9957,32.69446794,107.5308014,0.027869,1.696524208,1.334924166e-06,0.001094637816
1075,37.00758333,32.70084127,107.6685515,0.02787916667,1.696210415,1.334664999e-06,0.001094425299
1076,37.01946667,32.70722543,107.8060308,0.02788933333,1.695896837,1.334406003e-06,0.001094212922
1077,37.03135,32.7136203,107.9432424,0.0278995,1.695583471,1.334147177e-06,0.001094000685
1078,37.04323333,32.72002577,108.0801892,0.02790966667,1.695270319,1.333888522e-06,0.001093788588
1079,37.05511667,32.72644171,108.2168739,0.02791983333,1.694957379,1.333630037e-06,0.00109357663
1080,37.067,32.73286803,108.3532993,0.02793,1.694644652,1.333371721e-06,0.001093364812
1081,37.07286667,32.73917362,108.3423263,0.0279355,1.694332091,1.333117273e-06,0.001093156164
1082,37.07873333,32.74538756,108.3336444,0.027941,1.694019708,1.332862966e-06,0.001092947632
1083,37.0846,32.75154518,108.3263706,0.0279465,1.693707513,1.33260881e-06,0.001092739224
1084,37.09046667,32.75765959,108.320177,0.027952,1.69339551,1.332354808e-06,0.001092530943
1085,37.09633333,32.76373833,108.3148751,0.0279575,1.693083703,1.332100962e-06,0.001092322789
1086,37.1022,32.76978646,108.3103386,0.027963,1.692772092,1.331847273e-06,0.001092114764
1087,37.10806667,32.77580767,108.306475,0.0279685,1.692460678,1.331593742e-06,0.001091906869
1088,37.11393333,32.7818048,108.3032133,0.027974,1.692149462,1.33134037e-06,0.001091699103
1089,37.1198,32.78778014,108.3004966,0.0279795,1.691838444,1.331087156e-06,0.001091491468
1090,37.12566667,32.79373553,108.2982783,0.027985,1.691527626,1.3308341e-06,0.001091283962
1091,37.13153333,32.79967256,108.2965194,0.0279905,1.691217006,1.330581205e-06,0.001091076588
1092,37.1374,32.80559255,108.2951863,0.027996,1.690906585,1.330328468e-06,0.001090869344
1093,37.14326667,32.81149666,108.2942502,0.0280015,1.690596364,1.330075891e-06,0.001090662231
1094,37.14913333,32.8173859,108.2936859,0.028007,1.690286342,1.329823473e-06,0.001090455248
1095,37.155,32.82326116,108.2934709,0.0280125,1.689976519,1.329571215e-06,0.001090248396
1096,37.16086667,32.82912325,108.2935855,0.028018,1.689666896,1.329319116e-06,0.001090041675
1097,37.16673333,32.83497286,108.2940117,0.0280235,1.689357471,1.329067177e-06,0.001089835085
1098,37.1726,32.84081066,108.2947335,0.028029,1.689048246,1.328815397e-06,0.001089628626
1099,37.17846667,32.84663722,108.2957361,0.0280345,1.688739221,1.328563776e-06,0.001089422297
1100,37.18433333,32.85245308,108.2970063,0.02804,1.688430394,1.328312315e-06,0.001089216098
1101,37.1902,32.85825872,108.2985319,0.0280455,1.688121766,1.328061013e-06,0.00108901003
1102,37.19606667,32.86405461,108.3003015,0.028051,1.687813336,1.327809869e-06,0.001088804093
1103,37.20193333,32.86984114,108.3023048,0.0280565,1.687505106,1.327558885e-06,0.001088598285
1104,37.2078,32.87561872,108.3045321,0.028062,1.687197074,1.327308059e-06,0.001088392608
1105,37.21366667,32.88138769,108.3069745,0.0280675,1.68688924,1.327057392e-06,0.001088187061
1106,37.21953333,32.88714839,108.3096237,0.028073,1.686581604,1.326806883e-06,0.001087981644
1107,37.2254,32.89290113,108.3124719,0.0280785,1.686274167,1.326556533e-06,0.001087776357
1108,37.23126667,32.8986462,108.3155117,0.028084,1.685966927,1.326306341e-06,0.0010875712
1109,37.23713333,32.90438388,108.3187364,0.0280895,1.685659884,1.326056307e-06,0.001087366172
1110,37.243,32.91011442,108.3221395,0.028095,1.685353039,1.325806431e-06,0.001087161274
1111,37.24886667,32.91583807,108.325715,0.0281005,1.685046392,1.325556713e-06,0.001086956505
1112,37.25473333,32.92155505,108.3294571,0.028106,1.684739941,1.325307153e-06,0.001086751865
1113,37.2606,32.92726558,108.3333604,0.0281115,1.684433687,1.32505775e-06,0.001086547355
1114,37.26646667,32.93296987,108.3374198,0.028117,1.68412763,1.324808504e-06,0.001086342973
1115,37.27233333,32.93866811,108.3416305,0.0281225,1.683821769,1.324559415e-06,0.00108613872
1116,37.2782,32.94436049,108.3459878,0.028128,1.683516104,1.324310483e-06,0.001085934596
1117,37.28406667,32.95004717,108.3504875,0.0281335,1.683210635,1.324061708e-06,0.001085730601
1118,37.28993333,32.95572833,108.3551252,0.028139,1.682905362,1.32381309e-06,0.001085526733
1119,37.2958,32.96140412,108.359897,0.0281445,1.682600284,1.323564627e-06,0.001085322995
1120,37.30166667,32.9670747,108.3647992,0.02815,1.682295402,1.323316322e-06,0.001085119384
1121,37.30753333,32.97274021,108.3698281,0.0281555,1.681990715,1.323068172e-06,0.001084915901
1122,37.3134,32.97840079,108.3749802,0.028161,1.681686222,1.322820178e-06,0.001084712546
1123,37.31926667,32.98405657,108.3802523,0.0281665,1.681381925,1.32257234e-06,0.001084509319
1124,37.32513333,32.98970769,108.3856412,0.028172,1.681077821,1.322324657e-06,0.001084306219
1125,37.331,32.99535425,108.3911438,0.0281775,1.680773912,1.32207713e-06,0.001084103246
1126,37.33686667,33.00099638,108.3967572,0.028183,1.680470197,1.321829757e-06,0.001083900401
1127,37.34273333,33.00663419,108.4024786,0.0281885,1.680166675,1.32158254e-06,0.001083697683
1128,37.3486,33.01226779,108.4083053,0.028194,1.679863347,1.321335478e-06,0.001083495092
1129,37.35446667,33.01789728,108.4142348,0.0281995,1.679560212,1.32108857e-06,0.001083292627
1130,37.36033333,33.02352276,108.4202644,0.028205,1.67925727,1.320841816e-06,0.001083090289
1131,37.3662,33.02914432,108.4263919,0.0282105,1.678954521,1.320595217e-06,0.001082888078
1132,37.37206667,33.03476207,108.4326149,0.028216,1.678651964,1.320348771e-06,0.001082685993
1133,37.37793333,33.04037609,108.4389312,0.0282215,1.6783496,1.32010248e-06,0.001082484033
1134,37.3838,33.04598646,108.4453386,0.028227,1.678047427,1.319856342e-06,0.0010822822
1135,37.38966667,33.05159327,108.451835,0.0282325,1.677745447,1.319610358e-06,0.001082080493
1136,37.39553333,33.05719659,108.4584185,0.028238,1.677443658,1.319364526e-06,0.001081878912
1137,37.4014,33.06279652,108.465087,0.0282435,1.67714206,1.319118848e-06,0.001081677456
1138,37.40726667,33.06839311,108.4718388,0.028249,1.676840654,1.318873323e-06,0.001081476125
1139,37.41313333,33.07398645,108.478672,0.0282545,1.676539438,1.31862795e-06,0.001081274919
1140,37.419,33.07957661,108.4855848,0.02826,1.676238413,1.31838273e-06,0.001081073839
1141,37.42671667,33.08520392,108.5378186,0.02827083333,1.675937631,1.318133438e-06,0.001080869419
1142,37.43443333,33.09085949,108.589346,0.02828166667,1.675637078,1.317884329e-06,0.00108066515
1143,37.44215,33.09653249,108.6404378,0.0282925,1.675336741,1.317635393e-06,0.001080461022
1144,37.44986667,33.1022189,108.691194,0.02830333333,1.675036615,1.317386625e-06,0.001080257033
1145,37.45758333,33.10791646,108.7416718,0.02831416667,1.674736696,1.317138024e-06,0.001080053179
1146,37.4653,33.11362363,108.7919093,0.028325,1.674436983,1.316889587e-06,0.001079849461
1147,37.47301667,33.1193393,108.8419341,0.02833583333,1.674137474,1.316641312e-06,0.001079645876
1148,37.48073333,33.12506264,108.8917674,0.02834666667,1.673838167,1.3163932e-06,0.001079442424
1149,37.48845,33.13079296,108.9414261,0.0283575,1.67353906,1.316145248e-06,0.001079239104
1150,37.49616667,33.13652972,108.9909237,0.02836833333,1.673240155,1.315897457e-06,0.001079035915
1151,37.50388333,33.14227246,109.0402717,0.02837916667,1.672941448,1.315649825e-06,0.001078832856
1152,37.5116,33.14802081,109.0894798,0.02839,1.67264294,1.315402352e-06,0.001078629928
1153,37.51931667,33.15377442,109.1385562,0.02840083333,1.672344629,1.315155037e-06,0.00107842713
1154,37.52703333,33.15953301,109.187508,0.02841166667,1.672046516,1.314907879e-06,0.001078224461
1155,37.53475,33.16529633,109.2363417,0.0284225,1.671748599,1.314660879e-06,0.001078021921
1156,37.54246667,33.17106415,109.2850628,0.02843333333,1.671450878,1.314414036e-06,0.001077819509
1157,37.55018333,33.17683628,109.3336762,0.02844416667,1.671153352,1.314167348e-06,0.001077617226
1158,37.5579,33.18261254,109.3821864,0.028455,1.670856021,1.313920817e-06,0.00107741507
1159,37.56561667,33.18839277,109.4305974,0.02846583333,1.670558885,1.313674441e-06,0.001077213042
1160,37.57333333,33.19417682,109.4789127,0.02847666667,1.670261942,1.31342822e-06,0.001077011141
1161,37.58105,33.19996457,109.5271358,0.0284875,1.669965193,1.313182154e-06,0.001076809366
1162,37.58876667,33.20575589,109.5752695,0.02849833333,1.669668636,1.312936242e-06,0.001076607719
1163,37.59648333,33.21155067,109.6233167,0.02850916667,1.669372272,1.312690485e-06,0.001076406197
1164,37.6042,33.21734881,109.6712798,0.02852,1.669076101,1.312444881e-06,0.001076204802
1165,37.61191667,33.22315022,109.7191612,0.02853083333,1.668780121,1.31219943e-06,0.001076003533
1166,37.61963333,33.22895481,109.766963,0.02854166667,1.668484332,1.311954132e-06,0.001075802389
1167,37.62735,33.23476251,109.8146873,0.0285525,1.668188735,1.311708988e-06,0.00107560137
1168,37.63506667,33.24057323,109.8623358,0.02856333333,1.667893328,1.311463995e-06,0.001075400476
1169,37.64278333,33.24638692,109.9099104,0.02857416667,1.667598111,1.311219155e-06,0.001075199707
