time_s,oven_temperature_C,oven_moisture_kg_kg,surface_temperature_C,surface_moisture_kg_kg,water_mass_flux_kg_m2_s,latent_heat_J_kg,latent_heat_flux_W_m2,convective_heat_flux_W_m2,conductive_heat_flux_W_m2,surface_energy_residual_W_m2
158700,49.99591667,0.04999041667,49.88914253,0.05504800873,1.112841215e-06,2383061.624,2.651969193,2.669353479,0.01738428252,3.399982518e-09
158760,49.99591667,0.04999041667,49.88922925,0.05504391952,1.111941451e-06,2383061.419,2.649824773,2.667185393,0.01736062325,-3.461658959e-09
158820,49.99591667,0.04999041667,49.88931586,0.05503983571,1.111042874e-06,2383061.215,2.647683181,2.66502018,0.01733699786,5.503766332e-10
158880,49.99591667,0.04999041667,49.88940235,0.05503575728,1.110145482e-06,2383061.01,2.645544414,2.662857835,0.01731341891,1.790201765e-09
158940,49.99591667,0.04999041667,49.88948873,0.05503168423,1.109249272e-06,2383060.807,2.643408466,2.660698352,0.01728988639,-4.466227388e-10
159000,49.99591667,0.04999041667,49.889575,0.05502761654,1.108354243e-06,2383060.603,2.641275332,2.658541727,0.01726639611,-5.941740433e-10
159060,49.99591667,0.04999041667,49.88966115,0.0550235542,1.107460393e-06,2383060.4,2.639145006,2.656387954,0.01724294809,-1.417110873e-10
159120,49.99591667,0.04999041667,49.88974719,0.05501949722,1.106567718e-06,2383060.197,2.637017484,2.654237028,0.01721954648,-2.11147233e-09
159180,49.99591667,0.04999041667,49.88983311,0.05501544557,1.105676218e-06,2383059.994,2.634892761,2.652088946,0.01719618712,-2.453833581e-09
159240,49.99591667,0.04999041667,49.88991892,0.05501139924,1.104785889e-06,2383059.791,2.632770831,2.649943699,0.01717286582,1.668260197e-09
159300,49.99591667,0.04999041667,49.89000462,0.05500735823,1.103896731e-06,2383059.589,2.63065169,2.647801284,0.01714959095,2.916865416e-09
159360,49.99591667,0.04999041667,49.8900902,0.05500332253,1.10300874e-06,2383059.387,2.628535333,2.645661696,0.01712636249,7.595746254e-11
159420,49.99591667,0.04999041667,49.89017567,0.05499929213,1.102121916e-06,2383059.185,2.626421754,2.643524929,0.01710317626,-1.335139554e-09
159480,49.99591667,0.04999041667,49.89026103,0.05499526701,1.101236254e-06,2383058.984,2.624310949,2.641390979,0.01708003228,-2.467362759e-09
159540,49.99591667,0.04999041667,49.89034627,0.05499124718,1.100351755e-06,2383058.783,2.622202913,2.63925984,0.01705692634,6.136309239e-10
159600,49.99591667,0.04999041667,49.89043141,0.05498723261,1.099468414e-06,2383058.582,2.62009764,2.637131508,0.01703386682,8.570637533e-10
159660,49.99591667,0.04999041667,49.89051643,0.05498322331,1.098586231e-06,2383058.381,2.617995126,2.635005976,0.01701085371,-4.125319641e-09
159720,49.99591667,0.04999041667,49.89060134,0.05497921925,1.097705204e-06,2383058.181,2.615895366,2.63288324,0.01698787446,6.790035201e-11
159780,49.99591667,0.04999041667,49.89068613,0.05497522043,1.096825329e-06,2383057.981,2.613798355,2.630763297,0.01696494163,4.744782345e-10
159840,49.99591667,0.04999041667,49.89077082,0.05497122685,1.095946606e-06,2383057.781,2.611704087,2.628646138,0.01694205101,-6.493916516e-12
159900,49.99591667,0.04999041667,49.8908554,0.05496723849,1.095069032e-06,2383057.581,2.609612559,2.626531761,0.01691920263,1.102504754e-10
159960,49.99591667,0.04999041667,49.89093986,0.05496325534,1.094192605e-06,2383057.382,2.607523764,2.624420161,0.01689639646,-9.365219711e-11
160020,49.99591667,0.04999041667,49.89102421,0.0549592774,1.093317323e-06,2383057.183,2.605437699,2.622311331,0.01687363252,-5.066227438e-10
160080,49.99591667,0.04999041667,49.89110846,0.05495530465,1.092443184e-06,2383056.984,2.603354358,2.620205268,0.0168509108,-1.317705056e-09
160140,49.99591667,0.04999041667,49.89119259,0.05495133709,1.091570185e-06,2383056.785,2.601273737,2.618101966,0.01682822711,1.534874894e-09
160200,49.99591667,0.04999041667,49.89127661,0.0549473747,1.090698326e-06,2383056.587,2.59919583,2.61600142,0.01680558982,-6.278311204e-11
160260,49.99591667,0.04999041667,49.89136052,0.05494341748,1.089827603e-06,2383056.389,2.597120633,2.613903625,0.01678299475,-2.742704286e-09
160320,49.99591667,0.04999041667,49.89144432,0.05493946541,1.088958016e-06,2383056.191,2.595048141,2.611808577,0.01676043771,-1.860622767e-09
160380,49.99591667,0.04999041667,49.89152802,0.0549355185,1.088089561e-06,2383055.994,2.592978349,2.60971627,0.0167379187,2.159515233e-09
160440,49.99591667,0.04999041667,49.8916116,0.05493157672,1.087222236e-06,2383055.797,2.590911253,2.6076267,0.01671544608,1.122697046e-09
160500,49.99591667,0.04999041667,49.89169507,0.05492764007,1.086356041e-06,2383055.6,2.588846847,2.605539861,0.01669301567,-9.880434249e-10
160560,49.99591667,0.04999041667,49.89177844,0.05492370854,1.085490972e-06,2383055.403,2.586785126,2.60345575,0.01667062329,3.556968053e-10
160620,49.99591667,0.04999041667,49.89186169,0.05491978213,1.084627028e-06,2383055.206,2.584726087,2.60137436,0.01664827312,9.595257922e-11
160680,49.99591667,0.04999041667,49.89194484,0.05491586082,1.083764207e-06,2383055.01,2.582669724,2.599295687,0.01662596515,-1.540697792e-09
160740,49.99591667,0.04999041667,49.89202788,0.0549119446,1.082902507e-06,2383054.814,2.580616032,2.597219726,0.01660369938,-4.632209727e-09
160800,49.99591667,0.04999041667,49.89211081,0.05490803346,1.082041925e-06,2383054.618,2.578565006,2.595146473,0.01658146745,-6.246008155e-10
160860,49.99591667,0.04999041667,49.89219363,0.05490412741,1.08118246e-06,2383054.423,2.576516643,2.593075922,0.01655928191,-2.577105196e-09
160920,49.99591667,0.04999041667,49.89227634,0.05490022641,1.08032411e-06,2383054.228,2.574470937,2.591008068,0.0165371302,1.320491272e-09
160980,49.99591667,0.04999041667,49.89235895,0.05489633048,1.079466872e-06,2383054.033,2.572427883,2.588942908,0.01651502487,1.677800121e-10
161040,49.99591667,0.04999041667,49.89244145,0.05489243959,1.078610746e-06,2383053.838,2.570387477,2.586880436,0.01649295755,1.665247495e-09
161100,49.99591667,0.04999041667,49.89252384,0.05488855374,1.077755728e-06,2383053.644,2.568349714,2.584820647,0.01647093243,-1.173532382e-10
161160,49.99591667,0.04999041667,49.89260613,0.05488467293,1.076901817e-06,2383053.45,2.56631459,2.582763536,0.01644894533,1.032928409e-09
161220,49.99591667,0.04999041667,49.8926883,0.05488079713,1.076049011e-06,2383053.256,2.564282099,2.5807091,0.01642700041,4.18478141e-10
161280,49.99591667,0.04999041667,49.89277037,0.05487692635,1.075197308e-06,2383053.062,2.562252237,2.578657332,0.0164050935,1.26082611e-09
161340,49.99591667,0.04999041667,49.89285234,0.05487306057,1.074346706e-06,2383052.868,2.560225,2.576608229,0.01638322879,1.267914662e-10
161400,49.99591667,0.04999041667,49.8929342,0.05486919979,1.073497203e-06,2383052.675,2.558200382,2.574561784,0.01636140208,-8.726308565e-11
161460,49.99591667,0.04999041667,49.89301595,0.05486534399,1.072648798e-06,2383052.482,2.55617838,2.572517995,0.01633961756,-1.904875813e-09
161520,49.99591667,0.04999041667,49.89309759,0.05486149317,1.071801487e-06,2383052.29,2.554158988,2.570476856,0.01631786685,1.292558505e-09
161580,49.99591667,0.04999041667,49.89317913,0.05485764732,1.07095527e-06,2383052.097,2.552142202,2.568438362,0.01629616252,-2.443030667e-09
161640,49.99591667,0.04999041667,49.89326057,0.05485380643,1.070110144e-06,2383051.905,2.550128017,2.566402509,0.016274492,-3.257083492e-11
161700,49.99591667,0.04999041667,49.89334189,0.05484997049,1.069266107e-06,2383051.713,2.548116429,2.564369292,0.01625286367,1.865707588e-11
161760,49.99591667,0.04999041667,49.89342312,0.05484613949,1.068423158e-06,2383051.521,2.546107433,2.562338705,0.01623127334,-4.484950189e-10
161820,49.99591667,0.04999041667,49.89350424,0.05484231343,1.067581295e-06,2383051.33,2.544101024,2.560310747,0.01620972518,-2.491447493e-09
161880,49.99591667,0.04999041667,49.89358525,0.05483849229,1.066740515e-06,2383051.139,2.542097198,2.558285409,0.01618821084,-1.18497212e-10
161940,49.99591667,0.04999041667,49.89366616,0.05483467606,1.065900817e-06,2383050.948,2.540095951,2.556262689,0.01616673867,-6.619247372e-10
162000,49.99591667,0.04999041667,49.89374696,0.05483086475,1.065062198e-06,2383050.757,2.538097278,2.554242583,0.01614530868,-3.550167271e-09
162060,49.99591667,0.04999041667,49.89382766,0.05482705833,1.064224658e-06,2383050.567,2.536101174,2.552225083,0.01612390832,1.050144416e-09
162120,49.99591667,0.04999041667,49.89390826,0.0548232568,1.063388194e-06,2383050.377,2.534107635,2.550210188,0.01610255431,-9.665614975e-10
162180,49.99591667,0.04999041667,49.89398875,0.05481946016,1.062552803e-06,2383050.187,2.532116656,2.548197891,0.01608123411,1.132920424e-09
162240,49.99591667,0.04999041667,49.89406914,0.05481566839,1.061718485e-06,2383049.997,2.530128233,2.546188189,0.01605995608,-2.977089686e-10
162300,49.99591667,0.04999041667,49.89414942,0.05481188148,1.060885238e-06,2383049.807,2.528142361,2.544181077,0.01603871603,-5.652229795e-10
162360,49.99591667,0.04999041667,49.8942296,0.05480809943,1.060053059e-06,2383049.618,2.526159037,2.54217655,0.01601751397,-9.886638175e-10
162420,49.99591667,0.04999041667,49.89430968,0.05480432222,1.059221946e-06,2383049.429,2.524178254,2.540174603,0.0159963499,-1.455466414e-09
162480,49.99591667,0.04999041667,49.89438966,0.05480054986,1.058391898e-06,2383049.24,2.52220001,2.538175232,0.01597521962,3.112126112e-09
162540,49.99591667,0.04999041667,49.89446953,0.05479678233,1.057562914e-06,2383049.052,2.520224299,2.536178433,0.01595413569,-8.956781983e-10
162600,49.99591667,0.04999041667,49.8945493,0.05479301961,1.05673499e-06,2383048.864,2.518251116,2.534184201,0.01593308556,-1.246184933e-09
162660,49.99591667,0.04999041667,49.89462897,0.05478926171,1.055908125e-06,2383048.676,2.516280459,2.532192531,0.01591207341,-1.372665093e-09
162720,49.99591667,0.04999041667,49.89470853,0.05478550862,1.055082318e-06,2383048.488,2.514312322,2.53020342,0.01589109505,2.842064362e-09
162780,49.99591667,0.04999041667,49.89478799,0.05478176032,1.054257566e-06,2383048.3,2.5123467,2.528216862,0.01587015886,2.772619467e-09
162840,49.99591667,0.04999041667,49.89486735,0.05477801682,1.053433867e-06,2383048.113,2.51038359,2.526232852,0.01584926063,1.863787347e-09
162900,49.99591667,0.04999041667,49.89494661,0.05477427809,1.052611221e-06,2383047.926,2.508422987,2.524251388,0.01582840457,-3.032233575e-09
162960,49.99591667,0.04999041667,49.89502577,0.05477054413,1.051789624e-06,2383047.739,2.506464886,2.522272463,0.01580757811,-6.168976441e-10
163020,49.99591667,0.04999041667,49.89510482,0.05476681494,1.050969076e-06,2383047.553,2.504509283,2.520296074,0.01578678963,1.25247146e-09
163080,49.99591667,0.04999041667,49.89518378,0.0547630905,1.050149573e-06,2383047.366,2.502556175,2.518322216,0.01576603911,2.01125383e-09
163140,49.99591667,0.04999041667,49.89526263,0.05475937081,1.049331115e-06,2383047.18,2.500605556,2.516350886,0.01574533074,-8.057208234e-10
163200,49.99591667,0.04999041667,49.89534138,0.05475565586,1.0485137e-06,2383046.994,2.498657422,2.514382077,0.01572465617,-1.152848039e-09
163260,49.99591667,0.04999041667,49.89542004,0.05475194563,1.047697326e-06,2383046.809,2.496711768,2.512415785,0.01570401955,-2.365419416e-09
163320,49.99591667,0.04999041667,49.89549859,0.05474824013,1.04688199e-06,2383046.623,2.494768592,2.510452008,0.01568341673,-4.607922932e-10
163380,49.99591667,0.04999041667,49.89557704,0.05474453934,1.046067692e-06,2383046.438,2.492827887,2.508490739,0.01566284768,4.653223584e-09
163440,49.99591667,0.04999041667,49.89565539,0.05474084326,1.045254429e-06,2383046.253,2.49088965,2.506531976,0.01564232496,1.141740036e-09
163500,49.99591667,0.04999041667,49.89573364,0.05473715188,1.044442199e-06,2383046.069,2.488953877,2.504575712,0.01562183602,-1.329189203e-09
163560,49.99591667,0.04999041667,49.89581179,0.05473346518,1.043631002e-06,2383045.884,2.487020563,2.502621944,0.01560138505,-3.909212953e-09
163620,49.99591667,0.04999041667,49.89588984,0.05472978317,1.042820834e-06,2383045.7,2.485089704,2.500670667,0.01558096367,-6.227187654e-10
163680,49.99591667,0.04999041667,49.89596779,0.05472610582,1.042011694e-06,2383045.516,2.483161296,2.498721879,0.01556058024,2.468100391e-09
163740,49.99591667,0.04999041667,49.89604564,0.05472243315,1.041203581e-06,2383045.332,2.481235334,2.496775573,0.01554024314,-4.027556066e-09
163800,49.99591667,0.04999041667,49.8961234,0.05471876513,1.040396493e-06,2383045.149,2.479311815,2.494831745,0.01551992727,3.191799269e-09
163860,49.99591667,0.04999041667,49.89620105,0.05471510175,1.039590427e-06,2383044.966,2.477390733,2.492890392,0.01549966189,-2.811063826e-09
163920,49.99591667,0.04999041667,49.89627861,0.05471144302,1.038785382e-06,2383044.782,2.475472085,2.490951508,0.01547942611,-3.364829748e-09
163980,49.99591667,0.04999041667,49.89635606,0.05470778892,1.037981357e-06,2383044.6,2.473555867,2.489015091,0.01545922409,-6.599978342e-10
164040,49.99591667,0.04999041667,49.89643342,0.05470413945,1.037178349e-06,2383044.417,2.471642074,2.487081134,0.01543906003,-5.812115234e-10
164100,49.99591667,0.04999041667,49.89651068,0.05470049459,1.036376357e-06,2383044.235,2.469730702,2.485149634,0.01541893392,-2.369343388e-09
164160,49.99591667,0.04999041667,49.89658784,0.05469685434,1.035575379e-06,2383044.053,2.467821748,2.483220587,0.01539884158,-1.713598596e-09
164220,49.99591667,0.04999041667,49.89666491,0.05469321869,1.034775413e-06,2383043.871,2.465915205,2.481293988,0.015378783,8.682965458e-11
164280,49.99591667,0.04999041667,49.89674187,0.05468958763,1.033976457e-06,2383043.689,2.464011072,2.479369835,0.01535876237,1.325128007e-09
164340,49.99591667,0.04999041667,49.89681874,0.05468596116,1.033178511e-06,2383043.508,2.462109342,2.47744812,0.01533877968,-1.5947208e-09
164400,49.99591667,0.04999041667,49.89689551,0.05468233926,1.032381571e-06,2383043.327,2.460210013,2.475528842,0.01531883076,-1.956416362e-09
164460,49.99591667,0.04999041667,49.89697219,0.05467872193,1.031585637e-06,2383043.146,2.45831308,2.473611995,0.0152989156,-1.402241434e-09
164520,49.99591667,0.04999041667,49.89704876,0.05467510917,1.030790706e-06,2383042.965,2.456418539,2.471697575,0.0152790342,1.368276159e-09
164580,49.99591667,0.04999041667,49.89712524,0.05467150095,1.029996776e-06,2383042.784,2.454526386,2.469785578,0.01525919074,1.469188327e-09
164640,49.99591667,0.04999041667,49.89720163,0.05466789728,1.029203847e-06,2383042.604,2.452636617,2.467876,0.01523938522,-1.433158925e-09
164700,49.99591667,0.04999041667,49.89727791,0.05466429815,1.028411917e-06,2383042.424,2.450749227,2.465968837,0.01521961346,-2.733020477e-09
164760,49.99591667,0.04999041667,49.8973541,0.05466070355,1.027620982e-06,2383042.244,2.448864212,2.464064085,0.01519987545,-2.712956526e-09
164820,49.99591667,0.04999041667,49.8974302,0.05465711346,1.026831043e-06,2383042.065,2.446981569,2.462161738,0.0151801712,-1.913427639e-09
164880,49.99591667,0.04999041667,49.89750619,0.0546535279,1.026042097e-06,2383041.885,2.445101293,2.460261794,0.0151605007,3.405764559e-10
164940,49.99591667,0.04999041667,49.8975821,0.05464994683,1.025254142e-06,2383041.706,2.443223381,2.458364248,0.01514086814,-4.700480005e-10
165000,49.99591667,0.04999041667,49.8976579,0.05464637027,1.024467177e-06,2383041.527,2.441347827,2.456469097,0.01512127351,-3.673971349e-09
165060,49.99591667,0.04999041667,49.89773361,0.0546427982,1.0236812e-06,2383041.349,2.439474629,2.454576334,0.01510170427,1.282236983e-09
165120,49.99591667,0.04999041667,49.89780923,0.05463923061,1.02289621e-06,2383041.17,2.437603781,2.452685957,0.01508217296,2.688098188e-09
165180,49.99591667,0.04999041667,49.89788475,0.05463566749,1.022112204e-06,2383040.992,2.435735281,2.450797961,0.01506267958,7.910512245e-10
165240,49.99591667,0.04999041667,49.89796017,0.05463210884,1.021329181e-06,2383040.814,2.433869123,2.448912343,0.01504321995,-3.460995934e-10
165300,49.99591667,0.04999041667,49.8980355,0.05462855466,1.02054714e-06,2383040.636,2.432005305,2.447029098,0.01502379406,-1.170750608e-09
165360,49.99591667,0.04999041667,49.89811074,0.05462500492,1.019766078e-06,2383040.459,2.430143821,2.445148222,0.01500439774,3.131338744e-09
165420,49.99591667,0.04999041667,49.89818588,0.05462145963,1.018985994e-06,2383040.281,2.428284669,2.443269712,0.0149850477,-4.697354505e-09
165480,49.99591667,0.04999041667,49.89826092,0.05461791877,1.018206886e-06,2383040.104,2.426427843,2.441393562,0.01496572305,-4.126210484e-09
165540,49.99591667,0.04999041667,49.89833588,0.05461438235,1.017428752e-06,2383039.927,2.42457334,2.439519769,0.01494643214,-3.342533805e-09
165600,49.99591667,0.04999041667,49.89841073,0.05461085034,1.016651592e-06,2383039.751,2.422721156,2.43764833,0.01492717497,-1.413487993e-09
165660,49.99591667,0.04999041667,49.8984855,0.05460732275,1.015875403e-06,2383039.574,2.420871287,2.435779239,0.01490795154,3.578612962e-10
165720,49.99591667,0.04999041667,49.89856017,0.05460379957,1.015100183e-06,2383039.398,2.419023729,2.433912493,0.01488876185,1.814187911e-09
165780,49.99591667,0.04999041667,49.89863474,0.05460028078,1.014325931e-06,2383039.222,2.417178479,2.432048088,0.01486961007,-3.615454602e-10
165840,49.99591667,0.04999041667,49.89870923,0.05459676639,1.013552646e-06,2383039.046,2.415335531,2.43018602,0.01485048786,8.615130831e-10
165900,49.99591667,0.04999041667,49.89878362,0.05459325638,1.012780325e-06,2383038.871,2.413494882,2.428326283,0.01483140356,-2.993965076e-09
165960,49.99591667,0.04999041667,49.89885791,0.05458975074,1.012008967e-06,2383038.695,2.411656529,2.426468877,0.01481234881,-1.199042199e-09
166020,49.99591667,0.04999041667,49.89893211,0.05458624948,1.011238571e-06,2383038.52,2.409820467,2.424613794,0.0147933278,-4.838818235e-10
166080,49.99591667,0.04999041667,49.89900623,0.05458275257,1.010469134e-06,2383038.345,2.407986692,2.422761032,0.01477434052,-3.547246941e-10
166140,49.99591667,0.04999041667,49.89908024,0.05457926003,1.009700655e-06,2383038.171,2.406155201,2.420910588,0.01475538698,-1.205000544e-10
166200,49.99591667,0.04999041667,49.89915417,0.05457577182,1.008933132e-06,2383037.996,2.40432599,2.419062456,0.01473647134,-5.029253458e-09
166260,49.99591667,0.04999041667,49.899228,0.05457228796,1.008166564e-06,2383037.822,2.402499054,2.417216633,0.01471758107,-2.179403769e-09
166320,49.99591667,0.04999041667,49.89930174,0.05456880843,1.00740095e-06,2383037.648,2.40067439,2.415373114,0.01469872454,-4.225508832e-11
166380,49.99591667,0.04999041667,49.89937539,0.05456533322,1.006636287e-06,2383037.474,2.398851994,2.413531897,0.01467990591,-2.3879001e-09
166440,49.99591667,0.04999041667,49.89944895,0.05456186233,1.005872573e-06,2383037.3,2.397031862,2.411692977,0.01466111264,2.509073838e-09
166500,49.99591667,0.04999041667,49.89952241,0.05455839575,1.005109808e-06,2383037.127,2.39521399,2.40985635,0.01464236147,-1.793754034e-09
166560,49.99591667,0.04999041667,49.89959579,0.05455493347,1.00434799e-06,2383036.954,2.393398375,2.408022011,0.01462363565,8.611302782e-10
166620,49.99591667,0.04999041667,49.89966907,0.05455147549,1.003587117e-06,2383036.781,2.391585012,2.406189959,0.01460494774,-1.008769068e-09
166680,49.99591667,0.04999041667,49.89974226,0.05454802179,1.002827187e-06,2383036.608,2.389773898,2.404360188,0.01458629355,-4.057082226e-09
166740,49.99591667,0.04999041667,49.89981536,0.05454457237,1.002068199e-06,2383036.436,2.387965029,2.402532695,0.01456766473,5.942895065e-10
166800,49.99591667,0.04999041667,49.89988837,0.05454112723,1.001310151e-06,2383036.263,2.386158401,2.400707474,0.0145490738,-9.301315274e-10
166860,49.99591667,0.04999041667,49.89996129,0.05453768636,1.000553042e-06,2383036.091,2.384354011,2.398884523,0.01453051242,2.019300283e-10
166920,49.99591667,0.04999041667,49.90003411,0.05453424974,9.9979687e-07,2383035.919,2.382551853,2.397063838,0.01451198893,-4.03215461e-09
166980,49.99591667,0.04999041667,49.90010685,0.05453081737,9.990416334e-07,2383035.748,2.380751926,2.395245416,0.0144934908,-8.358913561e-10
167040,49.99591667,0.04999041667,49.9001795,0.05452738925,9.982873307e-07,2383035.576,2.378954225,2.393429251,0.01447502639,4.234865791e-10
167100,49.99591667,0.04999041667,49.90025205,0.05452396536,9.975339603e-07,2383035.405,2.377158745,2.391615341,0.01445659569,3.998779086e-10
167160,49.99591667,0.04999041667,49.90032452,0.05452054571,9.967815206e-07,2383035.234,2.375365484,2.389803681,0.01443819871,-1.608125189e-09
167220,49.99591667,0.04999041667,49.9003969,0.05451713028,9.9603001e-07,2383035.063,2.373574438,2.387994268,0.01441983126,-1.125207039e-09
167280,49.99591667,0.04999041667,49.90046918,0.05451371906,9.95279427e-07,2383034.893,2.371785603,2.386187097,0.01440149334,1.473485334e-09
167340,49.99591667,0.04999041667,49.90054138,0.05451031205,9.9452977e-07,2383034.722,2.369998974,2.384382166,0.01438319332,-1.165562757e-09
167400,49.99591667,0.04999041667,49.90061349,0.05450690925,9.937810374e-07,2383034.552,2.368214549,2.38257947,0.01436492283,-1.980815956e-09
167460,49.99591667,0.04999041667,49.90068551,0.05450351063,9.930332277e-07,2383034.382,2.366432324,2.380779006,0.01434668186,-5.496656463e-10
167520,49.99591667,0.04999041667,49.90075744,0.05450011621,9.922863393e-07,2383034.212,2.364652295,2.378980768,0.01432847461,-1.787944459e-09
167580,49.99591667,0.04999041667,49.90082928,0.05449672596,9.915403707e-07,2383034.043,2.362874458,2.377184755,0.01431029688,8.713474386e-11
167640,49.99591667,0.04999041667,49.90090103,0.05449333989,9.907953202e-07,2383033.874,2.36109881,2.375390961,0.01429214868,2.639695573e-09
167700,49.99591667,0.04999041667,49.90097269,0.05448995798,9.900511864e-07,2383033.704,2.359325346,2.373599384,0.01427403837,-1.059278443e-09
167760,49.99591667,0.04999041667,49.90104427,0.05448658023,9.893079678e-07,2383033.536,2.357554064,2.37181002,0.01425595758,-2.196758775e-09
167820,49.99591667,0.04999041667,49.90111575,0.05448320664,9.885656627e-07,2383033.367,2.355784959,2.370022863,0.01423790213,1.764343338e-09
167880,49.99591667,0.04999041667,49.90118715,0.05447983719,9.878242696e-07,2383033.198,2.354018028,2.368237913,0.01421988457,3.792801628e-10
167940,49.99591667,0.04999041667,49.90125846,0.05447647187,9.87083787e-07,2383033.03,2.352253268,2.366455165,0.01420189653,4.941815845e-10
168000,49.99591667,0.04999041667,49.90132968,0.05447311069,9.863442133e-07,2383032.862,2.350490674,2.364674614,0.01418393802,1.941512284e-09
168060,49.99591667,0.04999041667,49.90140082,0.05446975363,9.856055471e-07,2383032.694,2.348730242,2.362896256,0.0141660132,3.846745145e-11
168120,49.99591667,0.04999041667,49.90147186,0.05446640069,9.848677868e-07,2383032.526,2.34697197,2.361120088,0.0141481179,-7.327916052e-11
168180,49.99591667,0.04999041667,49.90154282,0.05446305186,9.841309309e-07,2383032.359,2.345215854,2.359346107,0.01413025212,1.289756302e-09
168240,49.99591667,0.04999041667,49.90161369,0.05445970714,9.833949778e-07,2383032.192,2.343461889,2.357574309,0.01411242004,-6.361497995e-10
168300,49.99591667,0.04999041667,49.90168448,0.05445636651,9.826599261e-07,2383032.025,2.341710073,2.355804689,0.01409461748,-1.8566233e-09
168360,49.99591667,0.04999041667,49.90175518,0.05445302996,9.819257742e-07,2383031.858,2.339960402,2.354037246,0.01407684443,-4.294555822e-10
168420,49.99591667,0.04999041667,49.90182579,0.0544496975,9.811925207e-07,2383031.691,2.338212872,2.352271974,0.01405910507,-2.702687851e-09
168480,49.99591667,0.04999041667,49.90189631,0.05444636912,9.804601639e-07,2383031.525,2.336467479,2.350508871,0.01404139105,8.022316145e-10
168540,49.99591667,0.04999041667,49.90196675,0.05444304481,9.797287025e-07,2383031.358,2.334724221,2.348747932,0.01402371073,1.246145409e-10
168600,49.99591667,0.04999041667,49.9020371,0.05443972456,9.789981349e-07,2383031.192,2.332983093,2.346989154,0.01400606409,-3.244564617e-09
168660,49.99591667,0.04999041667,49.90210737,0.05443640836,9.782684595e-07,2383031.027,2.331244091,2.345232533,0.01398844279,-1.45735779e-09
168720,49.99591667,0.04999041667,49.90217754,0.05443309621,9.77539675e-07,2383030.861,2.329507213,2.343478066,0.01397085518,-2.973626234e-09
168780,49.99591667,0.04999041667,49.90224764,0.05442978811,9.768117799e-07,2383030.696,2.327772455,2.341725748,0.0139532929,-5.306035611e-10
168840,49.99591667,0.04999041667,49.90231764,0.05442648403,9.760847725e-07,2383030.53,2.326039813,2.339975576,0.0139357643,-1.562463936e-09
168900,49.99591667,0.04999041667,49.90238756,0.05442318399,9.753586516e-07,2383030.365,2.324309284,2.338227548,0.01391826522,-8.364766657e-10
168960,49.99591667,0.04999041667,49.9024574,0.05441988797,9.746334155e-07,2383030.201,2.322580864,2.336481658,0.01390079564,-7.109806077e-10
169020,49.99591667,0.04999041667,49.90252715,0.05441659596,9.739090628e-07,2383030.036,2.320854549,2.334737905,0.01388335557,9.821032876e-10
169080,49.99591667,0.04999041667,49.90259682,0.05441330797,9.73185592e-07,2383029.872,2.319130336,2.332996283,0.01386594918,-2.224649354e-09
169140,49.99591667,0.04999041667,49.9026664,0.05441002397,9.724630017e-07,2383029.707,2.317408222,2.33125679,0.01384856812,-2.084226125e-10
169200,49.99591667,0.04999041667,49.90273589,0.05440674397,9.717412903e-07,2383029.543,2.315688203,2.329519422,0.01383122074,-2.038815339e-09
169260,49.99591667,0.04999041667,49.9028053,0.05440346795,9.710204565e-07,2383029.379,2.313970276,2.327784174,0.01381389869,-9.913980747e-11
169320,49.99591667,0.04999041667,49.90287462,0.05440019592,9.703004987e-07,2383029.216,2.312254437,2.326051045,0.01379661031,-1.743738487e-09
169380,49.99591667,0.04999041667,49.90294387,0.05439692786,9.695814155e-07,2383029.052,2.310540682,2.32432003,0.01377934726,6.869940172e-10
169440,49.99591667,0.04999041667,49.90301302,0.05439366377,9.688632054e-07,2383028.889,2.308829008,2.322591125,0.01376211371,2.74962364e-09
169500,49.99591667,0.04999041667,49.90308209,0.05439040364,9.68145867e-07,2383028.726,2.307119412,2.320864327,0.01374491383,1.222533186e-09
169560,49.99591667,0.04999041667,49.90315108,0.05438714747,9.674293989e-07,2383028.563,2.305411891,2.319139633,0.01372774346,-6.894822491e-10
169620,49.99591667,0.04999041667,49.90321999,0.05438389525,9.667137995e-07,2383028.401,2.30370644,2.31741704,0.0137105984,1.475226608e-09
169680,49.99591667,0.04999041667,49.9032888,0.05438064696,9.659990675e-07,2383028.238,2.302003056,2.315696543,0.01369348702,-5.324070074e-10
169740,49.99591667,0.04999041667,49.90335754,0.05437740262,9.652852014e-07,2383028.076,2.300301736,2.313978139,0.01367640096,1.230376245e-09
169800,49.99591667,0.04999041667,49.90342619,0.0543741622,9.645721997e-07,2383027.914,2.298602477,2.312261824,0.01365934857,-1.836169439e-09
169860,49.99591667,0.04999041667,49.90349476,0.0543709257,9.638600611e-07,2383027.752,2.296905275,2.310547595,0.01364231732,2.972163404e-09
169920,49.99591667,0.04999041667,49.90356325,0.05436769312,9.63148784e-07,2383027.591,2.295210126,2.30883545,0.01362532391,-2.584865655e-10
169980,49.99591667,0.04999041667,49.90363165,0.05436446445,9.624383671e-07,2383027.429,2.293517028,2.307125383,0.01360835582,-5.303415485e-10
170040,49.99591667,0.04999041667,49.90369997,0.05436123968,9.617288089e-07,2383027.268,2.291825976,2.305417392,0.01359141723,-1.430623175e-09
170100,49.99591667,0.04999041667,49.90376821,0.05435801881,9.610201081e-07,2383027.107,2.290136968,2.303711473,0.01357450394,1.426047724e-09
